parent_station,service_hour,from_line,from_direction,to_line,to_direction,comparable_connections,mean_extra_transfer_wait_seconds,missed_scheduled_connection_rate
place-gover,12,Blue,0,Green,0,547,57.875685557586834,0.5447897623400365
place-gover,12,Blue,0,Green,1,547,61.981718464351005,0.6544789762340036
place-gover,12,Blue,1,Green,0,530,65.20566037735848,0.5188679245283019
place-gover,12,Blue,1,Green,1,530,61.33207547169811,0.6283018867924528
place-gover,12,Green,0,Blue,0,1400,98.09428571428572,0.24428571428571424
place-gover,12,Green,0,Blue,1,1413,104.64331210191082,0.28874734607218683
place-gover,12,Green,1,Blue,0,1790,86.20167597765364,0.15921787709497204
place-gover,12,Green,1,Blue,1,1790,83.19106145251396,0.17765363128491618
place-gover,13,Blue,0,Green,0,673,62.536404160475485,0.43684992570579495
place-gover,13,Blue,0,Green,1,673,58.025260029717685,0.5037147102526003
place-gover,13,Blue,1,Green,0,657,67.17351598173516,0.4124809741248097
place-gover,13,Blue,1,Green,1,657,59.117199391171994,0.517503805175038
place-gover,13,Green,0,Blue,0,1362,82.99045521292217,0.2973568281938326
place-gover,13,Green,0,Blue,1,1372,88.84110787172011,0.36151603498542273
place-gover,13,Green,1,Blue,0,1779,85.415964024733,0.20179876335019667
place-gover,13,Green,1,Blue,1,1779,97.19730185497471,0.24564362001124224
place-gover,14,Blue,0,Green,0,783,48.982120051085566,0.4776500638569604
place-gover,14,Blue,0,Green,1,783,49.665389527458494,0.5466155810983397
place-gover,14,Blue,1,Green,0,761,48.599211563731934,0.43101182654402104
place-gover,14,Blue,1,Green,1,761,53.597897503285154,0.49540078843626806
place-gover,14,Green,0,Blue,0,1396,88.44269340974212,0.32020057306590255
place-gover,14,Green,0,Blue,1,1405,81.53451957295374,0.3715302491103203
place-gover,14,Green,1,Blue,0,1794,78.07748049052397,0.21181716833890743
place-gover,14,Green,1,Blue,1,1795,79.17938718662953,0.2434540389972145
place-gover,15,Blue,0,Green,0,844,66.32345971563981,0.44549763033175355
place-gover,15,Blue,0,Green,1,844,67.60545023696683,0.5402843601895735
place-gover,15,Blue,1,Green,0,851,52.611045828437135,0.3689776733254994
place-gover,15,Blue,1,Green,1,851,59.23619271445359,0.46768507638072854
place-gover,15,Green,0,Blue,0,1414,73.96605374823197,0.32178217821782173
place-gover,15,Green,0,Blue,1,1424,71.08707865168539,0.36587078651685395
place-gover,15,Green,1,Blue,0,1805,78.25927977839335,0.2770083102493075
place-gover,15,Green,1,Blue,1,1806,69.91196013289037,0.31118493909191575
place-gover,16,Blue,0,Green,0,876,54.68949771689498,0.4406392694063927
place-gover,16,Blue,0,Green,1,876,75.64269406392694,0.593607305936073
place-gover,16,Blue,1,Green,0,874,50.692219679633865,0.391304347826087
place-gover,16,Blue,1,Green,1,874,62.075514874141874,0.5812356979405034
place-gover,16,Green,0,Blue,0,1422,81.79324894514768,0.310126582278481
place-gover,16,Green,0,Blue,1,1431,59.09294199860238,0.32494758909853244
place-gover,16,Green,1,Blue,0,1833,68.09983633387888,0.23022367703218763
place-gover,16,Green,1,Blue,1,1833,73.98199672667758,0.27004909983633385
place-gover,17,Blue,0,Green,0,879,55.255972696245735,0.47440273037542663
place-gover,17,Blue,0,Green,1,879,72.69283276450511,0.5858930602957907
place-gover,17,Blue,1,Green,0,895,49.06703910614525,0.4201117318435754
place-gover,17,Blue,1,Green,1,895,64.04916201117318,0.5508379888268157
place-gover,17,Green,0,Blue,0,1360,74.71176470588236,0.30588235294117644
place-gover,17,Green,0,Blue,1,1379,64.12472806381436,0.33937635968092816
place-gover,17,Green,1,Blue,0,1757,64.03642572566875,0.23676721684689808
place-gover,17,Green,1,Blue,1,1757,70.97040409789413,0.30051223676721683
place-gover,18,Blue,0,Green,0,849,58.11896348645465,0.5429917550058893
place-gover,18,Blue,0,Green,1,849,60.67373380447585,0.624263839811543
place-gover,18,Blue,1,Green,0,827,52.324062877871825,0.5417170495767836
place-gover,18,Blue,1,Green,1,827,48.62394195888754,0.6698911729141476
place-gover,18,Green,0,Blue,0,1428,79.22549019607843,0.2542016806722689
place-gover,18,Green,0,Blue,1,1446,74.30774550484094,0.29875518672199164
place-gover,18,Green,1,Blue,0,1945,79.17223650385604,0.21748071979434444
place-gover,18,Green,1,Blue,1,1947,75.66153055983564,0.24807395993836673
place-gover,19,Blue,0,Green,0,748,60.68582887700535,0.6109625668449198
place-gover,19,Blue,0,Green,1,748,64.39171122994652,0.606951871657754
place-gover,19,Blue,1,Green,0,758,62.445910290237464,0.6279683377308707
place-gover,19,Blue,1,Green,1,758,59.92084432717678,0.5976253298153035
place-gover,19,Green,0,Blue,0,1472,67.046875,0.23029891304347822
place-gover,19,Green,0,Blue,1,1493,75.35498995311454,0.24849296718017413
place-gover,19,Green,1,Blue,0,1805,75.28753462603878,0.22216066481994456
place-gover,19,Green,1,Blue,1,1805,80.10193905817175,0.23102493074792238
place-gover,20,Blue,0,Green,0,716,57.54329608938548,0.5810055865921788
place-gover,20,Blue,0,Green,1,716,64.97206703910615,0.6494413407821229
place-gover,20,Blue,1,Green,0,703,60.07823613086772,0.5988620199146515
place-gover,20,Blue,1,Green,1,703,57.95448079658606,0.6500711237553343
place-gover,20,Green,0,Blue,0,1398,73.66022889842633,0.29542203147353363
place-gover,20,Green,0,Blue,1,1406,80.68563300142247,0.2738264580369843
place-gover,20,Green,1,Blue,0,1940,76.88608247422681,0.24690721649484534
place-gover,20,Green,1,Blue,1,1944,77.09104938271605,0.22222222222222218
place-gover,21,Blue,0,Green,0,580,59.970689655172414,0.5551724137931034
place-gover,21,Blue,0,Green,1,580,73.31551724137931,0.6517241379310345
place-gover,21,Blue,1,Green,0,560,66.0375,0.5553571428571429
place-gover,21,Blue,1,Green,1,560,80.64107142857142,0.7142857142857143
place-gover,21,Green,0,Blue,0,1395,66.18207885304659,0.27885304659498206
place-gover,21,Green,0,Blue,1,1429,120.06787963610917,0.33100069979006297
place-gover,21,Green,1,Blue,0,1781,89.84166198764738,0.22964626614261646
place-gover,21,Green,1,Blue,1,1804,111.62527716186253,0.24279379157427936
place-gover,22,Blue,0,Green,0,586,68.06996587030717,0.5221843003412969
place-gover,22,Blue,0,Green,1,586,60.66382252559727,0.5836177474402731
place-gover,22,Blue,1,Green,0,590,52.12033898305085,0.43559322033898307
place-gover,22,Blue,1,Green,1,590,51.47627118644068,0.6033898305084746
place-gover,22,Green,0,Blue,0,1340,68.09029850746269,0.3485074626865672
place-gover,22,Green,0,Blue,1,1359,78.76747608535688,0.351729212656365
place-gover,22,Green,1,Blue,0,1753,67.4877353108956,0.29035938391329147
place-gover,22,Green,1,Blue,1,1754,78.47206385404789,0.29475484606613456
place-gover,23,Blue,0,Green,0,487,53.68377823408624,0.6262833675564682
place-gover,23,Blue,0,Green,1,497,64.06237424547284,0.7223340040241448
place-gover,23,Blue,1,Green,0,470,64.92765957446808,0.5148936170212766
place-gover,23,Blue,1,Green,1,477,47.882599580712785,0.6960167714884696
place-gover,23,Green,0,Blue,0,1070,82.42242990654205,0.48130841121495327
place-gover,23,Green,0,Blue,1,1129,84.14968999114261,0.5066430469441984
place-gover,23,Green,1,Blue,0,1458,90.89437585733882,0.3861454046639231
place-gover,23,Green,1,Blue,1,1508,71.83753315649868,0.39721485411140584
place-haecl,0,Green,0,Orange,0,548,309.7992700729927,0.2974452554744525
place-haecl,0,Green,0,Orange,1,584,196.13013698630135,0.3561643835616438
place-haecl,0,Green,1,Orange,0,626,1064.2124600638977,0.3130990415335463
place-haecl,0,Green,1,Orange,1,711,1060.8059071729958,0.37130801687763715
place-haecl,0,Orange,0,Green,0,521,161.70441458733205,0.25143953934740876
place-haecl,0,Orange,0,Green,1,521,94.2936660268714,0.24760076775431855
place-haecl,0,Orange,1,Green,0,565,119.67787610619469,0.18230088495575217
place-haecl,0,Orange,1,Green,1,576,113.03472222222223,0.2881944444444444
place-haecl,1,Green,0,Orange,0,71,476.1830985915493,0.3380281690140845
place-haecl,1,Green,0,Orange,1,84,397.9047619047619,0.2619047619047619
place-haecl,1,Green,1,Orange,0,114,2715.6754385964914,0.24561403508771928
place-haecl,1,Green,1,Orange,1,120,2736.3,0.2916666666666667
place-haecl,1,Orange,0,Green,0,66,125.93939393939394,0.045454545454545456
place-haecl,1,Orange,0,Green,1,66,211.75757575757575,0.2878787878787879
place-haecl,1,Orange,1,Green,0,82,500.0,0.06097560975609756
place-haecl,1,Orange,1,Green,1,94,142.43617021276594,0.26595744680851063
place-haecl,2,Green,0,Orange,1,1,12382.0,0.0
place-haecl,2,Green,1,Orange,0,13,9298.615384615385,0.0
place-haecl,2,Green,1,Orange,1,13,9640.384615384615,0.0
place-haecl,2,Orange,1,Green,0,2,10509.0,0.0
place-haecl,2,Orange,1,Green,1,3,4730.333333333333,0.0
place-haecl,4,Green,0,Orange,0,2,3371.0,0.0
place-haecl,4,Green,0,Orange,1,2,53.0,0.0
place-haecl,4,Green,1,Orange,0,1,4243.0,1.0
place-haecl,4,Green,1,Orange,1,1,3445.0,0.0
place-haecl,5,Green,0,Orange,0,517,69.8201160541586,0.17021276595744678
place-haecl,5,Green,0,Orange,1,517,158.28626692456479,0.1373307543520309
place-haecl,5,Green,1,Orange,0,297,127.47474747474747,0.17171717171717168
place-haecl,5,Green,1,Orange,1,298,289.82214765100673,0.1577181208053691
place-haecl,5,Orange,0,Green,0,412,81.05097087378641,0.22572815533980578
place-haecl,5,Orange,0,Green,1,412,127.41019417475728,0.2936893203883495
place-haecl,5,Orange,1,Green,0,317,100.12933753943217,0.1987381703470031
place-haecl,5,Orange,1,Green,1,317,203.8044164037855,0.17981072555205044
place-haecl,6,Green,0,Orange,0,860,148.04767441860466,0.24651162790697675
place-haecl,6,Green,0,Orange,1,860,161.57906976744187,0.2709302325581395
place-haecl,6,Green,1,Orange,0,674,185.51186943620178,0.24480712166172106
place-haecl,6,Green,1,Orange,1,675,169.9688888888889,0.21925925925925926
place-haecl,6,Orange,0,Green,0,797,88.53952321204517,0.33877038895859474
place-haecl,6,Orange,0,Green,1,797,135.5784190715182,0.3989962358845671
place-haecl,6,Orange,1,Green,0,749,76.05340453938585,0.26568758344459276
place-haecl,6,Orange,1,Green,1,749,122.09345794392523,0.3444592790387183
place-haecl,7,Green,0,Orange,0,828,243.66908212560386,0.2560386473429952
place-haecl,7,Green,0,Orange,1,829,196.70325693606756,0.2062726176115802
place-haecl,7,Green,1,Orange,0,787,184.44853875476488,0.2274459974587039
place-haecl,7,Green,1,Orange,1,787,162.23888182973317,0.19059720457433288
place-haecl,7,Orange,0,Green,0,782,75.96419437340154,0.35677749360613803
place-haecl,7,Orange,0,Green,1,782,91.24296675191816,0.5613810741687979
place-haecl,7,Orange,1,Green,0,782,86.70460358056266,0.3900255754475703
place-haecl,7,Orange,1,Green,1,782,121.94501278772378,0.5831202046035806
place-haecl,8,Green,0,Orange,0,835,151.94251497005988,0.2874251497005988
place-haecl,8,Green,0,Orange,1,836,172.58014354066987,0.3456937799043062
place-haecl,8,Green,1,Orange,0,812,211.5036945812808,0.23152709359605908
place-haecl,8,Green,1,Orange,1,813,189.21156211562115,0.2398523985239852
place-haecl,8,Orange,0,Green,0,780,78.75641025641026,0.32820512820512815
place-haecl,8,Orange,0,Green,1,780,106.0923076923077,0.4858974358974359
place-haecl,8,Orange,1,Green,0,778,76.1349614395887,0.3380462724935733
place-haecl,8,Orange,1,Green,1,778,109.46143958868895,0.5205655526992288
place-haecl,9,Green,0,Orange,0,848,91.07193396226415,0.2700471698113207
place-haecl,9,Green,0,Orange,1,848,141.52358490566039,0.3231132075471698
place-haecl,9,Green,1,Orange,0,819,81.63980463980464,0.21611721611721613
place-haecl,9,Green,1,Orange,1,820,119.78536585365853,0.23780487804878048
place-haecl,9,Orange,0,Green,0,777,82.3050193050193,0.3539253539253539
place-haecl,9,Orange,0,Green,1,777,91.87129987129987,0.45045045045045046
place-haecl,9,Orange,1,Green,0,781,86.58514724711908,0.34699103713188223
place-haecl,9,Orange,1,Green,1,781,103.57490396927017,0.46094750320102434
place-haecl,10,Green,0,Orange,0,832,83.14423076923077,0.25240384615384615
place-haecl,10,Green,0,Orange,1,832,65.35216346153847,0.3125
place-haecl,10,Green,1,Orange,0,821,81.68209500609014,0.21559074299634584
place-haecl,10,Green,1,Orange,1,821,59.55176613885506,0.25456760048721067
place-haecl,10,Orange,0,Green,0,666,71.67417417417417,0.21921921921921916
place-haecl,10,Orange,0,Green,1,666,116.84234234234235,0.3978978978978979
place-haecl,10,Orange,1,Green,0,736,86.44972826086956,0.3179347826086957
place-haecl,10,Orange,1,Green,1,736,127.38315217391305,0.44429347826086957
place-haecl,11,Green,0,Orange,0,849,63.52650176678445,0.2956419316843345
place-haecl,11,Green,0,Orange,1,849,70.96819787985866,0.30977620730270905
place-haecl,11,Green,1,Orange,0,877,69.29760547320411,0.1949828962371721
place-haecl,11,Green,1,Orange,1,877,75.85062713797035,0.22120866590649943
place-haecl,11,Orange,0,Green,0,608,79.06085526315789,0.3108552631578947
place-haecl,11,Orange,0,Green,1,608,85.1529605263158,0.53125
place-haecl,11,Orange,1,Green,0,633,99.97156398104265,0.3412322274881517
place-haecl,11,Orange,1,Green,1,633,103.30963665086888,0.5450236966824644
place-haecl,12,Green,0,Orange,0,837,75.13142174432497,0.3213859020310633
place-haecl,12,Green,0,Orange,1,839,55.48629320619786,0.32419547079856975
place-haecl,12,Green,1,Orange,0,839,72.35160905840286,0.2538736591179976
place-haecl,12,Green,1,Orange,1,840,62.885714285714286,0.26190476190476186
place-haecl,12,Orange,0,Green,0,620,73.4,0.3419354838709677
place-haecl,12,Orange,0,Green,1,620,110.1741935483871,0.5435483870967742
place-haecl,12,Orange,1,Green,0,621,86.36392914653784,0.3252818035426731
place-haecl,12,Orange,1,Green,1,621,104.96296296296296,0.463768115942029
place-haecl,13,Green,0,Orange,0,819,80.6971916971917,0.36752136752136755
place-haecl,13,Green,0,Orange,1,819,70.08058608058609,0.398046398046398
place-haecl,13,Green,1,Orange,0,817,68.64504283965728,0.32068543451652387
place-haecl,13,Green,1,Orange,1,817,81.29498164014687,0.3414932680538555
place-haecl,13,Orange,0,Green,0,625,75.6864,0.2784
place-haecl,13,Orange,0,Green,1,625,103.9648,0.4288
place-haecl,13,Orange,1,Green,0,631,82.90491283676704,0.25673534072900156
place-haecl,13,Orange,1,Green,1,631,103.15372424722662,0.40253565768621236
place-haecl,14,Green,0,Orange,0,851,68.22091656874265,0.37132784958871917
place-haecl,14,Green,0,Orange,1,851,90.09165687426557,0.39247943595769674
place-haecl,14,Green,1,Orange,0,823,47.13244228432564,0.2648845686512758
place-haecl,14,Green,1,Orange,1,823,82.7910085054678,0.30619684082624543
place-haecl,14,Orange,0,Green,0,744,62.61693548387097,0.25403225806451607
place-haecl,14,Orange,0,Green,1,744,98.21505376344086,0.4314516129032258
place-haecl,14,Orange,1,Green,0,632,64.11550632911393,0.2484177215189873
place-haecl,14,Orange,1,Green,1,632,113.70094936708861,0.4050632911392405
place-haecl,15,Green,0,Orange,0,854,49.20843091334895,0.3770491803278688
place-haecl,15,Green,0,Orange,1,854,67.0327868852459,0.41569086651053866
place-haecl,15,Green,1,Orange,0,822,54.51946472019465,0.32846715328467146
place-haecl,15,Green,1,Orange,1,823,69.82260024301337,0.34386391251518833
place-haecl,15,Orange,0,Green,0,775,80.0516129032258,0.27354838709677415
place-haecl,15,Orange,0,Green,1,775,103.32903225806452,0.37548387096774194
place-haecl,15,Orange,1,Green,0,765,86.45098039215686,0.32418300653594767
place-haecl,15,Orange,1,Green,1,765,105.59738562091503,0.4300653594771242
place-haecl,16,Green,0,Orange,0,846,55.95390070921986,0.3640661938534279
place-haecl,16,Green,0,Orange,1,846,51.39716312056738,0.39361702127659576
place-haecl,16,Green,1,Orange,0,847,53.22314049586777,0.2916174734356552
place-haecl,16,Green,1,Orange,1,847,71.28099173553719,0.35773317591499404
place-haecl,16,Orange,0,Green,0,794,90.23173803526448,0.29219143576826195
place-haecl,16,Orange,0,Green,1,794,104.54534005037783,0.45591939546599497
place-haecl,16,Orange,1,Green,0,763,99.6697247706422,0.2896461336828309
place-haecl,16,Orange,1,Green,1,763,99.68283093053735,0.4351245085190039
place-haecl,17,Green,0,Orange,0,823,53.3134872417983,0.3888213851761847
place-haecl,17,Green,0,Orange,1,823,76.04374240583232,0.39003645200486026
place-haecl,17,Green,1,Orange,0,812,57.64039408866995,0.31773399014778325
place-haecl,17,Green,1,Orange,1,812,62.741379310344826,0.2672413793103448
place-haecl,17,Orange,0,Green,0,747,166.49531459170012,0.35742971887550196
place-haecl,17,Orange,0,Green,1,747,168.87550200803213,0.5220883534136547
place-haecl,17,Orange,1,Green,0,775,141.89032258064515,0.3716129032258065
place-haecl,17,Orange,1,Green,1,775,172.05935483870968,0.5587096774193548
place-haecl,18,Green,0,Orange,0,832,46.00961538461539,0.3641826923076923
place-haecl,18,Green,0,Orange,1,832,63.05889423076923,0.38341346153846156
place-haecl,18,Green,1,Orange,0,869,51.72266973532796,0.34982738780207134
place-haecl,18,Green,1,Orange,1,869,68.67088607594937,0.31990794016110474
place-haecl,18,Orange,0,Green,0,781,131.595390524968,0.35723431498079383
place-haecl,18,Orange,0,Green,1,781,142.26120358514726,0.4532650448143406
place-haecl,18,Orange,1,Green,0,774,138.671834625323,0.3578811369509044
place-haecl,18,Orange,1,Green,1,774,148.83333333333334,0.48320413436692505
place-haecl,19,Green,0,Orange,0,860,52.03139534883721,0.32790697674418606
place-haecl,19,Green,0,Orange,1,860,75.2546511627907,0.3627906976744186
place-haecl,19,Green,1,Orange,0,814,54.441031941031945,0.36486486486486486
place-haecl,19,Green,1,Orange,1,815,70.72883435582823,0.3619631901840491
place-haecl,19,Orange,0,Green,0,729,84.19890260631001,0.3772290809327846
place-haecl,19,Orange,0,Green,1,729,111.89849108367626,0.3936899862825789
place-haecl,19,Orange,1,Green,0,771,87.43579766536965,0.3631647211413748
place-haecl,19,Orange,1,Green,1,773,113.51487710219922,0.3777490297542044
place-haecl,20,Green,0,Orange,0,838,50.81264916467781,0.3042959427207637
place-haecl,20,Green,0,Orange,1,838,66.81264916467781,0.3341288782816229
place-haecl,20,Green,1,Orange,0,902,62.10088691796009,0.29157427937915736
place-haecl,20,Green,1,Orange,1,903,79.08970099667773,0.31339977851605755
place-haecl,20,Orange,0,Green,0,644,83.76863354037268,0.41459627329192544
place-haecl,20,Orange,0,Green,1,644,114.29347826086956,0.45962732919254656
place-haecl,20,Orange,1,Green,0,648,71.56018518518519,0.32098765432098764
place-haecl,20,Orange,1,Green,1,654,110.16207951070336,0.4877675840978593
place-haecl,21,Green,0,Orange,0,841,67.31391200951248,0.33650416171224734
place-haecl,21,Green,0,Orange,1,843,70.65954922894424,0.39383155397390274
place-haecl,21,Green,1,Orange,0,800,71.45,0.28874999999999995
place-haecl,21,Green,1,Orange,1,800,73.155,0.33625
place-haecl,21,Orange,0,Green,0,647,80.54404945904173,0.401854714064915
place-haecl,21,Orange,0,Green,1,647,128.48995363214837,0.5517774343122102
place-haecl,21,Orange,1,Green,0,645,71.02325581395348,0.2868217054263566
place-haecl,21,Orange,1,Green,1,647,129.4482225656878,0.4652241112828439
place-haecl,22,Green,0,Orange,0,818,65.1601466992665,0.4229828850855746
place-haecl,22,Green,0,Orange,1,818,71.80562347188264,0.4841075794621027
place-haecl,22,Green,1,Orange,0,831,53.09506618531889,0.35379061371841153
place-haecl,22,Green,1,Orange,1,833,76.36134453781513,0.4489795918367347
place-haecl,22,Orange,0,Green,0,656,90.26981707317073,0.4329268292682927
place-haecl,22,Orange,0,Green,1,656,126.71341463414635,0.5350609756097561
place-haecl,22,Orange,1,Green,0,652,84.26840490797547,0.35122699386503065
place-haecl,22,Orange,1,Green,1,661,115.39183055975795,0.5279878971255674
place-haecl,23,Green,0,Orange,0,701,68.58059914407988,0.5492154065620543
place-haecl,23,Green,0,Orange,1,700,61.255714285714284,0.5657142857142857
place-haecl,23,Green,1,Orange,0,718,70.5849582172702,0.5459610027855153
place-haecl,23,Green,1,Orange,1,724,65.81491712707182,0.5469613259668509
place-haecl,23,Orange,0,Green,0,600,91.25666666666666,0.44666666666666666
place-haecl,23,Orange,0,Green,1,603,101.8441127694859,0.6268656716417911
place-haecl,23,Orange,1,Green,0,567,94.03880070546737,0.4021164021164021
place-haecl,23,Orange,1,Green,1,578,113.06055363321799,0.5916955017301038
place-north,0,Green,0,Orange,0,588,292.0391156462585,0.3401360544217687
place-north,0,Green,0,Orange,1,630,203.44444444444446,0.3761904761904762
place-north,0,Green,1,Orange,0,633,1133.6603475513427,0.34755134281200634
place-north,0,Green,1,Orange,1,724,905.5082872928177,0.3729281767955801
place-north,0,Orange,0,Green,0,568,146.2218309859155,0.24471830985915494
place-north,0,Orange,0,Green,1,592,1093.625,0.24493243243243243
place-north,0,Orange,1,Green,0,641,359.2449297971919,0.26677067082683303
place-north,0,Orange,1,Green,1,676,1088.724852071006,0.3032544378698224
place-north,1,Green,0,Orange,0,80,476.025,0.45
place-north,1,Green,0,Orange,1,87,146.7471264367816,0.367816091954023
place-north,1,Green,1,Orange,0,128,3077.546875,0.24999999999999997
place-north,1,Green,1,Orange,1,136,3084.544117647059,0.24264705882352935
place-north,1,Orange,0,Green,0,86,638.6046511627907,0.0697674418604651
place-north,1,Orange,0,Green,1,94,1973.9574468085107,0.3191489361702127
place-north,1,Orange,1,Green,0,99,1428.8686868686868,0.1919191919191919
place-north,1,Orange,1,Green,1,127,2732.464566929134,0.28346456692913385
place-north,2,Green,0,Orange,0,3,11210.666666666666,0.6666666666666666
place-north,2,Green,0,Orange,1,3,3695.6666666666665,0.6666666666666666
place-north,2,Green,1,Orange,0,14,8766.357142857143,0.0
place-north,2,Green,1,Orange,1,16,8358.875,0.125
place-north,2,Orange,0,Green,0,3,0.0,0.3333333333333333
place-north,2,Orange,0,Green,1,4,6931.75,0.0
place-north,2,Orange,1,Green,0,6,7438.666666666667,0.16666666666666666
place-north,2,Orange,1,Green,1,10,6624.1,0.1
place-north,3,Green,1,Orange,0,1,7699.0,0.0
place-north,3,Green,1,Orange,1,1,8531.0,0.0
place-north,4,Green,0,Orange,0,20,460.35,0.0
place-north,4,Green,0,Orange,1,20,614.35,0.0
place-north,4,Green,1,Orange,0,1,4185.0,1.0
place-north,4,Green,1,Orange,1,1,3439.0,0.0
place-north,5,Green,0,Orange,0,540,66.29444444444445,0.22037037037037036
place-north,5,Green,0,Orange,1,540,175.92222222222222,0.21296296296296294
place-north,5,Green,1,Orange,0,286,69.1993006993007,0.1468531468531468
place-north,5,Green,1,Orange,1,287,327.3937282229965,0.1533101045296167
place-north,5,Orange,0,Green,0,501,90.6626746506986,0.34331337325349304
place-north,5,Orange,0,Green,1,504,323.3829365079365,0.2202380952380952
place-north,5,Orange,1,Green,0,358,99.13687150837988,0.217877094972067
place-north,5,Orange,1,Green,1,358,253.1536312849162,0.20391061452513962
place-north,6,Green,0,Orange,0,939,62.863684771033014,0.3035143769968051
place-north,6,Green,0,Orange,1,939,192.1427050053248,0.3003194888178914
place-north,6,Green,1,Orange,0,703,51.34423897581792,0.23186344238975817
place-north,6,Green,1,Orange,1,703,185.84352773826458,0.19203413940256042
place-north,6,Orange,0,Green,0,921,61.08360477741585,0.3007600434310532
place-north,6,Orange,0,Green,1,927,146.17583603020495,0.26429341963322545
place-north,6,Orange,1,Green,0,876,79.90753424657534,0.3356164383561644
place-north,6,Orange,1,Green,1,876,168.73059360730593,0.30821917808219174
place-north,7,Green,0,Orange,0,936,47.587606837606835,0.2745726495726496
place-north,7,Green,0,Orange,1,937,217.28922091782283,0.21985058697972248
place-north,7,Green,1,Orange,0,816,60.115196078431374,0.25612745098039214
place-north,7,Green,1,Orange,1,817,174.29620563035496,0.19216646266829862
place-north,7,Orange,0,Green,0,914,59.989059080962804,0.37089715536105033
place-north,7,Orange,0,Green,1,915,120.63934426229508,0.44371584699453553
place-north,7,Orange,1,Green,0,893,56.95632698768197,0.41881298992161253
place-north,7,Orange,1,Green,1,893,128.27659574468086,0.5061590145576708
place-north,8,Green,0,Orange,0,919,58.09793253536453,0.2992383025027203
place-north,8,Green,0,Orange,1,921,163.68186753528772,0.30727470141150914
place-north,8,Green,1,Orange,0,852,59.40845070422535,0.24178403755868544
place-north,8,Green,1,Orange,1,853,182.4314185228605,0.22274325908558026
place-north,8,Orange,0,Green,0,908,61.313876651982376,0.35242290748898675
place-north,8,Orange,0,Green,1,908,109.17290748898678,0.46145374449339205
place-north,8,Orange,1,Green,0,903,62.692137320044296,0.40420819490586934
place-north,8,Orange,1,Green,1,903,113.93576965669989,0.4883720930232558
place-north,9,Green,0,Orange,0,962,56.189189189189186,0.33783783783783783
place-north,9,Green,0,Orange,1,962,118.08419958419958,0.3212058212058212
place-north,9,Green,1,Orange,0,873,64.78121420389462,0.2737686139747995
place-north,9,Green,1,Orange,1,874,119.81121281464532,0.24828375286041188
place-north,9,Orange,0,Green,0,894,60.77852348993289,0.41387024608501116
place-north,9,Orange,0,Green,1,894,91.89709172259508,0.383668903803132
place-north,9,Orange,1,Green,0,902,74.90354767184036,0.4556541019955654
place-north,9,Orange,1,Green,1,902,90.54212860310422,0.41685144124168516
place-north,10,Green,0,Orange,0,926,62.15658747300216,0.3120950323974082
place-north,10,Green,0,Orange,1,926,74.06155507559396,0.3077753779697624
place-north,10,Green,1,Orange,0,862,58.88631090487239,0.2621809744779582
place-north,10,Green,1,Orange,1,862,72.44895591647332,0.2737819025522042
place-north,10,Orange,0,Green,0,764,59.1282722513089,0.30890052356020936
place-north,10,Orange,0,Green,1,774,251.4780361757106,0.3643410852713178
place-north,10,Orange,1,Green,0,868,63.09447004608295,0.4032258064516129
place-north,10,Orange,1,Green,1,868,190.49884792626727,0.39285714285714285
place-north,11,Green,0,Orange,0,944,52.03813559322034,0.3072033898305085
place-north,11,Green,0,Orange,1,944,70.37817796610169,0.3040254237288136
place-north,11,Green,1,Orange,0,910,52.96263736263736,0.23296703296703294
place-north,11,Green,1,Orange,1,912,64.36842105263158,0.22258771929824556
place-north,11,Orange,0,Green,0,714,61.36134453781513,0.38935574229691877
place-north,11,Orange,0,Green,1,717,253.58019525801953,0.4881450488145049
place-north,11,Orange,1,Green,0,746,74.26139410187668,0.4289544235924933
place-north,11,Orange,1,Green,1,746,217.686327077748,0.4865951742627346
place-north,12,Green,0,Orange,0,948,65.37130801687763,0.33755274261603374
place-north,12,Green,0,Orange,1,949,61.667017913593256,0.3287671232876712
place-north,12,Green,1,Orange,0,873,60.878579610538374,0.2565864833906071
place-north,12,Green,1,Orange,1,874,69.68649885583523,0.27002288329519447
place-north,12,Orange,0,Green,0,740,67.27702702702703,0.41486486486486485
place-north,12,Orange,0,Green,1,740,414.0918918918919,0.48243243243243245
place-north,12,Orange,1,Green,0,732,61.71857923497268,0.3797814207650273
place-north,12,Orange,1,Green,1,732,369.8005464480875,0.4713114754098361
place-north,13,Green,0,Orange,0,912,85.25548245614036,0.40131578947368424
place-north,13,Green,0,Orange,1,912,84.62390350877193,0.4155701754385965
place-north,13,Green,1,Orange,0,856,68.74415887850468,0.3154205607476635
place-north,13,Green,1,Orange,1,856,86.05490654205607,0.34813084112149534
place-north,13,Orange,0,Green,0,722,71.5387811634349,0.3462603878116343
place-north,13,Orange,0,Green,1,722,378.31024930747924,0.3628808864265928
place-north,13,Orange,1,Green,0,740,74.26891891891891,0.3621621621621622
place-north,13,Orange,1,Green,1,740,402.98783783783784,0.3716216216216216
place-north,14,Green,0,Orange,0,938,66.9360341151386,0.4029850746268656
place-north,14,Green,0,Orange,1,938,78.63113006396588,0.3464818763326226
place-north,14,Green,1,Orange,0,861,63.06039488966318,0.3333333333333333
place-north,14,Green,1,Orange,1,861,85.06039488966319,0.29500580720092917
