line,to_station,service_hour,comparable_observations,mean_excess_travel_seconds
Green,place-bucen,10,981,1.0570846075433231
Green,place-bucen,11,978,0.878323108384458
Green,place-bucen,12,950,3.654736842105263
Green,place-bucen,13,942,1.4501061571125264
Green,place-bucen,14,936,1.2820512820512822
Green,place-bucen,15,957,1.3103448275862069
Green,place-bucen,16,929,0.1872981700753498
Green,place-bucen,17,915,0.49398907103825135
Green,place-bucen,18,975,1.6892307692307695
Green,place-bucen,19,935,0.5850267379679145
Green,place-bucen,20,910,0.5923076923076923
Green,place-bucen,21,907,0.2932745314222712
Green,place-bucen,22,870,0.132183908045977
Green,place-bucen,23,892,0.6098654708520179
Green,place-buest,0,748,13.17379679144385
Green,place-buest,1,225,8.026666666666667
Green,place-buest,2,28,7.785714285714286
Green,place-buest,3,1,0.0
Green,place-buest,5,358,3.435754189944134
Green,place-buest,6,907,4.220507166482911
Green,place-buest,7,939,0.503727369542066
Green,place-buest,8,978,0.6002044989775052
Green,place-buest,9,1002,3.1546906187624755
Green,place-buest,10,983,1.657171922685656
Green,place-buest,11,971,4.374871266735324
Green,place-buest,12,953,0.9391395592864638
Green,place-buest,13,930,2.6795698924731184
Green,place-buest,14,930,1.2236559139784946
Green,place-buest,15,953,3.348373557187828
Green,place-buest,16,935,7.4171122994652405
Green,place-buest,17,908,10.247797356828194
Green,place-buest,18,960,7.040625
Green,place-buest,19,934,5.083511777301927
Green,place-buest,20,925,6.47027027027027
Green,place-buest,21,891,0.2401795735129069
Green,place-buest,22,861,8.089430894308943
Green,place-buest,23,889,1.6771653543307086
Green,place-bvmnl,0,790,2.4848101265822784
Green,place-bvmnl,1,379,0.8680738786279684
Green,place-bvmnl,2,33,0.0
Green,place-bvmnl,3,2,0.0
Green,place-bvmnl,4,56,1.7321428571428572
Green,place-bvmnl,5,497,5.104627766599598
Green,place-bvmnl,6,923,3.392199349945829
Green,place-bvmnl,7,1006,1.1868787276341948
Green,place-bvmnl,8,1060,6.952830188679245
Green,place-bvmnl,9,1040,4.610576923076923
Green,place-bvmnl,10,1020,0.6186274509803922
Green,place-bvmnl,11,1067,4.935332708528585
Green,place-bvmnl,12,1058,2.2854442344045367
Green,place-bvmnl,13,1067,1.971883786316776
Green,place-bvmnl,14,1061,3.8209236569274267
Green,place-bvmnl,15,1062,0.655367231638418
Green,place-bvmnl,16,1061,3.9886899151743638
Green,place-bvmnl,17,1010,0.5148514851485149
Green,place-bvmnl,18,1062,12.063088512241055
Green,place-bvmnl,19,1104,1.6775362318840579
Green,place-bvmnl,20,1084,0.9271217712177121
Green,place-bvmnl,21,1054,0.9060721062618595
Green,place-bvmnl,22,1050,3.552380952380952
Green,place-bvmnl,23,1035,4.043478260869565
Green,place-chhil,0,761,3.2601839684625493
Green,place-chhil,1,427,8.824355971896955
Green,place-chhil,2,56,1.5357142857142858
Green,place-chhil,3,3,0.0
Green,place-chhil,4,27,0.0
Green,place-chhil,5,538,0.6914498141263941
Green,place-chhil,6,926,0.661987041036717
Green,place-chhil,7,933,8.362272240085744
Green,place-chhil,8,1070,6.725233644859813
Green,place-chhil,9,1057,4.521286660359508
Green,place-chhil,10,1075,3.8093023255813954
Green,place-chhil,11,1081,5.414431082331175
Green,place-chhil,12,1061,0.4213006597549482
Green,place-chhil,13,1048,0.40553435114503816
Green,place-chhil,14,1025,0.7785365853658537
Green,place-chhil,15,1083,0.853185595567867
Green,place-chhil,16,1049,2.4899904671115354
Green,place-chhil,17,1034,1.1199226305609284
Green,place-chhil,18,1109,1.400360685302074
Green,place-chhil,19,1126,2.4493783303730017
Green,place-chhil,20,1118,1.407871198568873
Green,place-chhil,21,1128,1.399822695035461
Green,place-chhil,22,1029,2.3527696793002915
Green,place-chhil,23,1084,1.5239852398523985
Green,place-chill,0,733,12.485675306957708
Green,place-chill,1,343,4.877551020408164
Green,place-chill,2,46,0.0
Green,place-chill,3,4,34.75
Green,place-chill,5,604,35.28973509933775
Green,place-chill,6,927,21.874865156418554
Green,place-chill,7,1093,22.887465690759377
Green,place-chill,8,1090,23.6348623853211
Green,place-chill,9,1122,23.235294117647058
Green,place-chill,10,1091,23.715857011915674
Green,place-chill,11,1130,18.858407079646017
Green,place-chill,12,1060,21.050943396226415
Green,place-chill,13,1080,18.501851851851853
Green,place-chill,14,1078,19.869202226345084
Green,place-chill,15,1061,21.541941564561736
Green,place-chill,16,1081,24.948196114708605
Green,place-chill,17,1052,22.24144486692015
Green,place-chill,18,1061,25.17247879359095
Green,place-chill,19,1089,25.6712580348944
Green,place-chill,20,1087,23.351425942962283
Green,place-chill,21,1036,19.15057915057915
Green,place-chill,22,996,20.745983935742974
Green,place-chill,23,992,19.932459677419356
Green,place-chswk,0,731,0.2393980848153215
Green,place-chswk,1,340,0.008823529411764704
Green,place-chswk,2,44,2.727272727272727
Green,place-chswk,3,2,0.0
Green,place-chswk,5,566,0.04593639575971731
Green,place-chswk,6,921,0.41802388707926164
Green,place-chswk,7,1094,0.6946983546617916
Green,place-chswk,8,1087,0.15547378104875806
Green,place-chswk,9,1118,0.7853309481216458
Green,place-chswk,10,1079,0.8906394810009268
Green,place-chswk,11,1128,1.8936170212765957
Green,place-chswk,12,1050,1.7838095238095237
Green,place-chswk,13,1078,1.955473098330241
Green,place-chswk,14,1066,1.9953095684803002
Green,place-chswk,15,1060,2.228301886792453
Green,place-chswk,16,1059,0.37299338999055714
Green,place-chswk,17,1062,0.9369114877589454
Green,place-chswk,18,1056,1.5823863636363635
Green,place-chswk,19,1080,0.6722222222222223
Green,place-chswk,20,1071,0.5424836601307189
Green,place-chswk,21,1033,2.6040658276863504
Green,place-chswk,22,988,2.8421052631578947
Green,place-chswk,23,1000,1.927
Green,place-clmnl,0,517,38.09671179883946
Green,place-clmnl,1,233,27.257510729613735
Green,place-clmnl,2,36,174.41666666666666
Green,place-clmnl,3,3,15.666666666666666
Green,place-clmnl,4,5,15.0
Green,place-clmnl,5,29,9.03448275862069
Green,place-clmnl,6,444,32.421171171171174
Green,place-clmnl,7,481,26.523908523908524
Green,place-clmnl,8,532,22.137218045112782
Green,place-clmnl,9,546,27.316849816849818
Green,place-clmnl,10,517,28.941972920696326
Green,place-clmnl,11,539,42.93320964749536
Green,place-clmnl,12,544,28.422794117647058
Green,place-clmnl,13,533,20.307692307692307
Green,place-clmnl,14,502,7.920318725099602
Green,place-clmnl,15,526,17.826996197718632
Green,place-clmnl,16,566,5.977031802120141
Green,place-clmnl,17,490,8.375510204081632
Green,place-clmnl,18,538,7.115241635687732
Green,place-clmnl,19,538,12.730483271375464
Green,place-clmnl,20,555,10.27927927927928
Green,place-clmnl,21,516,13.734496124031008
Green,place-clmnl,22,540,20.783333333333335
Green,place-clmnl,23,490,37.204081632653065
Green,place-coecl,0,3260,2.548773006134969
Green,place-coecl,1,843,0.756820877817319
Green,place-coecl,2,86,1.744186046511628
Green,place-coecl,3,2,0.0
Green,place-coecl,4,5,0.0
Green,place-coecl,5,1639,1.9658328248932275
Green,place-coecl,6,3517,1.5115154961615014
Green,place-coecl,7,3691,6.173394743971824
Green,place-coecl,8,3881,4.102808554496264
Green,place-coecl,9,3897,5.570952014370028
Green,place-coecl,10,3890,7.87814910025707
Green,place-coecl,11,3811,6.29467331409079
Green,place-coecl,12,3800,5.923684210526316
Green,place-coecl,13,3733,5.914545941601928
Green,place-coecl,14,3806,5.952443510246979
Green,place-coecl,15,3793,5.535196414447666
Green,place-coecl,16,3832,8.279488517745303
Green,place-coecl,17,3684,10.593919652551575
Green,place-coecl,18,3851,11.316281485328487
Green,place-coecl,19,3843,9.730679156908666
Green,place-coecl,20,3839,7.620734566293305
Green,place-coecl,21,3738,5.504547886570358
Green,place-coecl,22,3656,6.834245076586433
Green,place-coecl,23,3670,8.782016348773842
Green,place-cool,0,735,2.219047619047619
Green,place-cool,1,199,0.5527638190954773
Green,place-cool,2,29,0.3448275862068966
Green,place-cool,3,1,0.0
Green,place-cool,5,595,4.139495798319328
Green,place-cool,6,971,3.805355303810505
Green,place-cool,7,1028,2.2607003891050583
Green,place-cool,8,1069,3.3769878391019645
Green,place-cool,9,1092,4.228021978021978
Green,place-cool,10,1094,2.9689213893967095
Green,place-cool,11,1039,3.320500481231954
Green,place-cool,12,1065,3.315492957746479
Green,place-cool,13,1038,2.6705202312138727
Green,place-cool,14,1060,4.181132075471698
Green,place-cool,15,1081,3.0758556891766884
Green,place-cool,16,1095,3.293150684931507
Green,place-cool,17,1020,2.3117647058823527
Green,place-cool,18,1049,2.936129647283127
Green,place-cool,19,1048,2.739503816793893
Green,place-cool,20,1072,2.533582089552239
Green,place-cool,21,1051,4.107516650808754
Green,place-cool,22,965,5.4
Green,place-cool,23,920,3.2271739130434782
Green,place-denrd,0,694,5.1671469740633995
Green,place-denrd,1,242,5.987603305785124
Green,place-denrd,2,36,11.86111111111111
Green,place-denrd,4,2,0.0
Green,place-denrd,5,531,0.5668549905838042
Green,place-denrd,6,911,2.9604829857299673
Green,place-denrd,7,978,3.1912065439672803
Green,place-denrd,8,1013,4.25172754195459
Green,place-denrd,9,1035,4.326570048309179
Green,place-denrd,10,1004,4.650398406374502
Green,place-denrd,11,1015,2.883743842364532
Green,place-denrd,12,1020,4.5323529411764705
Green,place-denrd,13,980,2.0051020408163267
Green,place-denrd,14,999,2.2932932932932935
Green,place-denrd,15,1026,4.944444444444445
Green,place-denrd,16,1037,3.1060752169720347
Green,place-denrd,17,979,2.4484167517875384
Green,place-denrd,18,989,0.5429726996966632
Green,place-denrd,19,1008,0.7688492063492064
Green,place-denrd,20,1016,5.397637795275591
Green,place-denrd,21,968,0.5991735537190083
Green,place-denrd,22,949,0.8082191780821918
Green,place-denrd,23,847,4.038961038961039
Green,place-eliot,0,690,1.7492753623188406
Green,place-eliot,1,480,1.59375
Green,place-eliot,2,62,0.0
Green,place-eliot,3,4,19.5
Green,place-eliot,4,65,0.0
Green,place-eliot,5,530,1.2169811320754718
Green,place-eliot,6,915,3.889617486338798
Green,place-eliot,7,955,2.0
Green,place-eliot,8,990,6.137373737373737
Green,place-eliot,9,1022,2.9422700587084147
Green,place-eliot,10,1051,7.10941960038059
Green,place-eliot,11,1060,11.043396226415094
Green,place-eliot,12,1032,5.586240310077519
Green,place-eliot,13,1051,3.61465271170314
Green,place-eliot,14,1041,2.8645533141210375
Green,place-eliot,15,1053,1.7407407407407407
Green,place-eliot,16,1017,2.438544739429695
Green,place-eliot,17,1036,3.3223938223938223
Green,place-eliot,18,1017,1.3972468043264503
Green,place-eliot,19,1118,1.8103756708407872
Green,place-eliot,20,1072,4.718283582089552
Green,place-eliot,21,1052,2.599809885931559
Green,place-eliot,22,957,2.367816091954023
Green,place-eliot,23,1023,2.2062561094819158
Green,place-engav,0,567,4.9523809523809526
Green,place-engav,1,206,48.27669902912621
Green,place-engav,2,51,48.529411764705884
Green,place-engav,3,29,54.689655172413794
Green,place-engav,4,34,75.6470588235294
Green,place-engav,5,707,1.487977369165488
Green,place-engav,6,869,3.701956271576525
Green,place-engav,7,928,5.773706896551724
Green,place-engav,8,961,5.9105098855359
Green,place-engav,9,950,5.287368421052632
Green,place-engav,10,934,10.994646680942184
Green,place-engav,11,972,9.880658436213992
Green,place-engav,12,931,9.603651987110634
Green,place-engav,13,933,11.121114683815648
Green,place-engav,14,911,12.968166849615807
Green,place-engav,15,933,14.87138263665595
Green,place-engav,16,948,22.348101265822784
Green,place-engav,17,874,18.102974828375284
Green,place-engav,18,914,11.477024070021882
Green,place-engav,19,913,18.50930996714129
Green,place-engav,20,925,14.607567567567568
Green,place-engav,21,882,10.547619047619047
Green,place-engav,22,843,16.947805456702255
Green,place-engav,23,787,12.017789072426938
Green,place-esomr,0,921,4.378935939196525
Green,place-esomr,1,489,23.433537832310833
Green,place-esomr,2,61,3.0163934426229506
Green,place-esomr,3,5,316.8
Green,place-esomr,4,225,0.0
Green,place-esomr,5,1262,0.4001584786053882
Green,place-esomr,6,1511,2.687624090006618
Green,place-esomr,7,1191,6.845507976490345
Green,place-esomr,8,1176,4.3146258503401365
Green,place-esomr,9,1173,3.0153452685421995
Green,place-esomr,10,1234,3.9254457050243112
Green,place-esomr,11,1233,5.7510137875101375
Green,place-esomr,12,1163,8.487532244196045
Green,place-esomr,13,1157,2.1754537597234225
Green,place-esomr,14,1205,6.011618257261411
Green,place-esomr,15,1183,4.991546914623838
Green,place-esomr,16,1229,2.179820992676973
Green,place-esomr,17,1190,2.4361344537815124
Green,place-esomr,18,1195,2.6301255230125524
Green,place-esomr,19,1233,10.961881589618816
Green,place-esomr,20,1214,0.5700164744645798
Green,place-esomr,21,1146,2.607329842931937
Green,place-esomr,22,1169,4.318220701454234
Green,place-esomr,23,1139,7.306409130816506
Green,place-fbkst,0,722,4.515235457063712
Green,place-fbkst,1,234,6.435897435897436
Green,place-fbkst,2,32,164.46875
Green,place-fbkst,3,1,0.0
Green,place-fbkst,5,585,0.8017094017094017
Green,place-fbkst,6,947,5.511087645195354
Green,place-fbkst,7,1033,5.271055179090029
Green,place-fbkst,8,1082,5.06007393715342
Green,place-fbkst,9,1075,6.155348837209302
Green,place-fbkst,10,1059,5.021718602455146
Green,place-fbkst,11,1068,5.177902621722846
Green,place-fbkst,12,1042,4.928982725527831
Green,place-fbkst,13,1038,6.0876685934489405
Green,place-fbkst,14,1022,3.3610567514677103
Green,place-fbkst,15,1085,4.128110599078341
Green,place-fbkst,16,1073,3.743709226467847
Green,place-fbkst,17,1018,3.5324165029469548
Green,place-fbkst,18,1038,4.279383429672447
Green,place-fbkst,19,1049,3.984747378455672
Green,place-fbkst,20,1052,4.052281368821292
Green,place-fbkst,21,1036,3.921814671814672
Green,place-fbkst,22,975,4.076923076923077
Green,place-fbkst,23,898,4.0400890868596875
Green,place-fenwd,0,1007,2.567030784508441
Green,place-fenwd,1,228,2.31140350877193
Green,place-fenwd,2,35,2.1714285714285713
Green,place-fenwd,3,1,20.0
Green,place-fenwd,4,2,0.0
Green,place-fenwd,5,318,11.19496855345912
Green,place-fenwd,6,892,17.443946188340806
Green,place-fenwd,7,998,5.95190380761523
Green,place-fenwd,8,1026,5.632553606237817
Green,place-fenwd,9,1028,5.769455252918288
Green,place-fenwd,10,963,5.932502596053998
Green,place-fenwd,11,1005,5.597014925373134
Green,place-fenwd,12,974,6.021560574948666
Green,place-fenwd,13,1040,4.759615384615385
Green,place-fenwd,14,1007,5.82720953326713
Green,place-fenwd,15,1031,4.947623666343356
Green,place-fenwd,16,986,6.803245436105477
Green,place-fenwd,17,1005,6.014925373134329
Green,place-fenwd,18,1045,18.57894736842105
Green,place-fenwd,19,1069,17.333021515434986
Green,place-fenwd,20,1069,15.016838166510755
Green,place-fenwd,21,1029,13.43731778425656
Green,place-fenwd,22,1096,13.348540145985401
Green,place-fenwd,23,1019,7.15603532875368
Green,place-fenwy,0,808,4.65470297029703
Green,place-fenwy,1,341,4.193548387096774
Green,place-fenwy,2,27,0.0
Green,place-fenwy,3,1,0.0
Green,place-fenwy,4,59,1.88135593220339
Green,place-fenwy,5,521,8.45489443378119
Green,place-fenwy,6,904,3.0287610619469025
Green,place-fenwy,7,984,4.222560975609755
Green,place-fenwy,8,1035,1.1980676328502415
Green,place-fenwy,9,1041,2.601344860710855
Green,place-fenwy,10,1020,6.118627450980392
Green,place-fenwy,11,1077,1.5487465181058495
Green,place-fenwy,12,1004,1.548804780876494
Green,place-fenwy,13,1054,5.133776091081594
Green,place-fenwy,14,1013,0.6584402764067128
Green,place-fenwy,15,1054,4.631878557874763
Green,place-fenwy,16,1041,1.846301633045149
Green,place-fenwy,17,1010,8.63960396039604
Green,place-fenwy,18,1057,5.697256385998108
Green,place-fenwy,19,1100,2.4245454545454543
Green,place-fenwy,20,1075,2.473488372093023
Green,place-fenwy,21,1068,3.4616104868913857
Green,place-fenwy,22,1057,8.126773888363292
Green,place-fenwy,23,1005,7.0945273631840795
Green,place-gilmn,0,893,1.4949608062709967
Green,place-gilmn,1,463,1.0518358531317495
Green,place-gilmn,2,45,0.0
Green,place-gilmn,3,3,10.333333333333334
Green,place-gilmn,4,135,0.0
Green,place-gilmn,5,1006,0.12027833001988068
Green,place-gilmn,6,1389,4.534197264218863
Green,place-gilmn,7,1199,2.963302752293578
Green,place-gilmn,8,1149,2.6979982593559617
Green,place-gilmn,9,1166,3.0274442538593482
Green,place-gilmn,10,1173,2.549872122762148
Green,place-gilmn,11,1212,3.4686468646864688
Green,place-gilmn,12,1140,1.393859649122807
Green,place-gilmn,13,1143,2.1609798775153104
Green,place-gilmn,14,1134,1.2019400352733687
Green,place-gilmn,15,1155,2.0554112554112556
Green,place-gilmn,16,1212,1.1996699669967001
Green,place-gilmn,17,1140,3.949122807017544
Green,place-gilmn,18,1194,1.347571189279732
Green,place-gilmn,19,1173,1.371696504688832
Green,place-gilmn,20,1211,0.5664739884393064
Green,place-gilmn,21,1121,1.5298840321141838
Green,place-gilmn,22,1173,0.5515771526001705
Green,place-gilmn,23,1119,1.386952636282395
Green,place-gover,0,2471,6.349656009712667
Green,place-gover,1,696,2.8347701149425286
Green,place-gover,2,63,0.0
Green,place-gover,3,1,0.0
Green,place-gover,5,1282,1.7402496099843994
Green,place-gover,6,2524,5.919572107765451
Green,place-gover,7,2661,5.5340097707628715
Green,place-gover,8,2678,5.866318147871546
Green,place-gover,9,2780,12.520863309352517
Green,place-gover,10,2729,14.625870282154635
Green,place-gover,11,2816,7.188565340909091
Green,place-gover,12,2741,7.059832178037213
Green,place-gover,13,2702,6.370466321243524
Green,place-gover,14,2752,7.235101744186046
Green,place-gover,15,2787,8.724793684965913
Green,place-gover,16,2779,8.623605613530048
Green,place-gover,17,2670,12.816104868913857
Green,place-gover,18,2889,16.699550017307025
Green,place-gover,19,2794,9.476377952755906
Green,place-gover,20,2881,4.514751822283929
Green,place-gover,21,2774,10.3633741888969
Green,place-gover,22,2736,6.712719298245614
Green,place-gover,23,2667,10.466066741657293
Green,place-grigg,0,772,0.6917098445595855
Green,place-grigg,1,290,0.0
Green,place-grigg,2,33,0.0
Green,place-grigg,3,1,0.0
Green,place-grigg,5,495,0.38585858585858585
Green,place-grigg,6,980,0.05306122448979591
Green,place-grigg,7,1089,0.0
Green,place-grigg,8,1107,0.0
Green,place-grigg,9,1102,0.0
Green,place-grigg,10,1110,0.7477477477477478
Green,place-grigg,11,1111,0.6066606660666065
Green,place-grigg,12,1074,0.4338919925512104
Green,place-grigg,13,1066,0.1697936210131332
Green,place-grigg,14,1047,0.006685768863419292
Green,place-grigg,15,1079,2.5125115848007415
Green,place-grigg,16,1092,0.20054945054945056
Green,place-grigg,17,1048,0.14122137404580154
Green,place-grigg,18,1054,0.030360531309297896
Green,place-grigg,19,1086,0.04696132596685083
Green,place-grigg,20,1080,0.017592592592592587
Green,place-grigg,21,1021,0.0058765915768853975
Green,place-grigg,22,995,1.493467336683417
Green,place-grigg,23,1004,0.3316733067729083
Green,place-haecl,0,1727,4.496815286624204
Green,place-haecl,1,561,0.7522281639928698
Green,place-haecl,2,58,0.0
Green,place-haecl,4,3,0.0
Green,place-haecl,5,930,1.2741935483870968
Green,place-haecl,6,1771,1.1620553359683794
Green,place-haecl,7,1869,1.1235955056179776
Green,place-haecl,8,1903,1.9164477141355754
Green,place-haecl,9,1926,2.544132917964694
Green,place-haecl,10,1917,6.477829942618675
Green,place-haecl,11,1983,2.1129601613716593
Green,place-haecl,12,1926,2.4132917964693665
Green,place-haecl,13,1873,2.8697277095568605
Green,place-haecl,14,1911,4.532705389848247
Green,place-haecl,15,1921,2.5825091098386257
Green,place-haecl,16,1946,5.709660842754368
Green,place-haecl,17,1865,7.776943699731904
Green,place-haecl,18,1982,4.648839556004036
Green,place-haecl,19,1935,8.268217054263566
Green,place-haecl,20,2009,2.63265306122449
Green,place-haecl,21,1921,6.491410723581468
Green,place-haecl,22,1910,3.836649214659686
Green,place-haecl,23,1865,2.5935656836461125
Green,place-harvd,0,766,1.4373368146214096
Green,place-harvd,1,287,0.22996515679442509
Green,place-harvd,2,32,0.0
Green,place-harvd,3,1,0.0
Green,place-harvd,5,486,0.0
Green,place-harvd,6,1002,0.03592814371257484
Green,place-harvd,7,1078,0.08905380333951762
Green,place-harvd,8,1120,0.1767857142857143
Green,place-harvd,9,1111,1.0396039603960396
Green,place-harvd,10,1102,0.7822141560798548
Green,place-harvd,11,1109,0.05139765554553652
Green,place-harvd,12,1075,0.07255813953488371
Green,place-harvd,13,1076,1.7555762081784387
Green,place-harvd,14,1055,0.26255924170616113
Green,place-harvd,15,1073,0.0
Green,place-harvd,16,1086,0.3508287292817679
Green,place-harvd,17,1061,0.08388312912346842
Green,place-harvd,18,1059,1.7318224740321058
Green,place-harvd,19,1080,0.19537037037037033
Green,place-harvd,20,1068,0.33520599250936334
Green,place-harvd,21,1039,0.0
Green,place-harvd,22,995,0.3597989949748744
Green,place-harvd,23,1006,0.08250497017892641
Green,place-hsmnl,0,513,3.744639376218323
Green,place-hsmnl,1,103,0.33980582524271846
Green,place-hsmnl,2,18,0.0
Green,place-hsmnl,5,174,2.6149425287356323
Green,place-hsmnl,6,425,2.287058823529412
Green,place-hsmnl,7,496,2.247983870967742
Green,place-hsmnl,8,505,13.358415841584158
Green,place-hsmnl,9,502,5.0199203187251
Green,place-hsmnl,10,479,30.248434237995824
Green,place-hsmnl,11,497,9.390342052313883
Green,place-hsmnl,12,472,12.533898305084746
Green,place-hsmnl,13,515,4.467961165048544
Green,place-hsmnl,14,475,8.101052631578947
Green,place-hsmnl,15,506,2.1126482213438735
Green,place-hsmnl,16,495,5.141414141414141
Green,place-hsmnl,17,478,5.104602510460251
Green,place-hsmnl,18,510,34.627450980392155
Green,place-hsmnl,19,514,20.799610894941633
Green,place-hsmnl,20,519,24.16377649325626
Green,place-hsmnl,21,492,4.337398373983739
Green,place-hsmnl,22,529,4.285444234404537
Green,place-hsmnl,23,501,6.728542914171657
Green,place-hwsst,0,768,3.8776041666666665
Green,place-hwsst,1,192,2.4375
Green,place-hwsst,2,30,26.300000000000004
Green,place-hwsst,3,1,0.0
Green,place-hwsst,5,554,0.868231046931408
Green,place-hwsst,6,954,1.460167714884696
Green,place-hwsst,7,1050,0.6266666666666667
Green,place-hwsst,8,1061,0.588124410933082
Green,place-hwsst,9,1087,0.7727690892364305
Green,place-hwsst,10,1090,0.5541284403669725
Green,place-hwsst,11,1051,0.11703139866793529
Green,place-hwsst,12,1061,0.34401508011310084
Green,place-hwsst,13,1051,0.6841103710751665
Green,place-hwsst,14,1067,0.8031865042174321
Green,place-hwsst,15,1089,0.12580348943985306
Green,place-hwsst,16,1061,0.7276154571159282
Green,place-hwsst,17,1032,0.2877906976744186
Green,place-hwsst,18,1051,0.03996194100856325
Green,place-hwsst,19,1051,0.18934348239771642
Green,place-hwsst,20,1064,0.31954887218045114
Green,place-hwsst,21,1044,4.989463601532567
Green,place-hwsst,22,975,0.7887179487179488
Green,place-hwsst,23,926,2.5475161987041037
Green,place-hymnl,0,2321,2.6833261525204652
Green,place-hymnl,1,632,1.1724683544303798
Green,place-hymnl,2,70,0.2571428571428572
Green,place-hymnl,4,15,0.0
Green,place-hymnl,5,1365,1.558974358974359
Green,place-hymnl,6,2704,1.2729289940828403
Green,place-hymnl,7,2813,2.6544614290792747
Green,place-hymnl,8,2953,2.116491703352523
Green,place-hymnl,9,3001,4.210929690103299
Green,place-hymnl,10,2971,4.05587344328509
Green,place-hymnl,11,2891,3.4147353856796956
Green,place-hymnl,12,2936,8.751021798365123
Green,place-hymnl,13,2870,3.1362369337979095
Green,place-hymnl,14,2919,2.6988694758478933
Green,place-hymnl,15,2908,3.7709766162310867
Green,place-hymnl,16,2890,1.9131487889273355
Green,place-hymnl,17,2802,3.2069950035688795
Green,place-hymnl,18,2888,3.5259695290858724
Green,place-hymnl,19,2908,2.6695323246217333
Green,place-hymnl,20,2907,5.333333333333333
Green,place-hymnl,21,2822,1.3118355776045358
Green,place-hymnl,22,2707,6.686368673808644
Green,place-hymnl,23,2730,4.253846153846153
Green,place-kencl,0,2308,5.44844020797227
Green,place-kencl,1,680,0.4264705882352941
Green,place-kencl,2,76,2.1447368421052637
Green,place-kencl,4,32,0.0
Green,place-kencl,5,1408,2.8046875
Green,place-kencl,6,2713,2.2734979727239217
Green,place-kencl,7,2871,1.9205851619644723
Green,place-kencl,8,3017,2.104739807756049
Green,place-kencl,9,3024,3.372354497354497
Green,place-kencl,10,3027,4.735381565906838
Green,place-kencl,11,2967,2.4091675092686216
Green,place-kencl,12,2956,3.191474966170501
Green,place-kencl,13,2910,2.3670103092783505
Green,place-kencl,14,2950,1.9494915254237288
Green,place-kencl,15,2977,4.96405777628485
Green,place-kencl,16,2950,4.123389830508475
Green,place-kencl,17,2859,3.8488982161594962
Green,place-kencl,18,2978,3.7793821356615176
Green,place-kencl,19,2979,4.144679422625042
Green,place-kencl,20,2977,6.064494457507558
Green,place-kencl,21,2919,3.7064063035286057
Green,place-kencl,22,2771,6.587152652472032
Green,place-kencl,23,2728,3.099706744868035
Green,place-kntst,0,755,0.0
Green,place-kntst,1,192,0.0
Green,place-kntst,2,29,0.0
Green,place-kntst,3,1,0.0
Green,place-kntst,5,569,0.0
Green,place-kntst,6,937,0.014941302027748132
Green,place-kntst,7,1052,0.1720532319391635
Green,place-kntst,8,1062,1.4378531073446323
Green,place-kntst,9,1080,0.06944444444444442
Green,place-kntst,10,1085,0.8894009216589863
Green,place-kntst,11,1054,0.6565464895635673
Green,place-kntst,12,1044,0.5469348659003831
Green,place-kntst,13,1057,0.09082308420056764
Green,place-kntst,14,1053,0.01709401709401709
Green,place-kntst,15,1079,0.5542168674698795
Green,place-kntst,16,1065,0.0
Green,place-kntst,17,1030,0.024271844660194167
Green,place-kntst,18,1037,0.022179363548698167
Green,place-kntst,19,1048,0.02862595419847328
Green,place-kntst,20,1044,0.06226053639846743
Green,place-kntst,21,1029,0.005830903790087457
Green,place-kntst,22,970,0.0
Green,place-kntst,23,926,1.4892008639308856
Green,place-lake,0,533,12.142589118198874
Green,place-lake,1,365,15.964383561643835
Green,place-lake,2,59,16.25423728813559
Green,place-lake,3,4,24.75
Green,place-lake,4,2,0.0
Green,place-lake,5,19,9.368421052631577
Green,place-lake,6,533,9.545966228893057
Green,place-lake,7,610,6.940983606557377
Green,place-lake,8,537,7.64245810055866
Green,place-lake,9,571,7.7075306479859895
Green,place-lake,10,547,9.522851919561242
Green,place-lake,11,593,9.124789207419898
Green,place-lake,12,539,7.12987012987013
Green,place-lake,13,555,5.077477477477477
Green,place-lake,14,541,4.251386321626617
Green,place-lake,15,531,8.487758945386064
Green,place-lake,16,529,11.149338374291116
Green,place-lake,17,544,6.845588235294118
Green,place-lake,18,542,16.440959409594097
Green,place-lake,19,581,5.40447504302926
Green,place-lake,20,537,4.849162011173185
Green,place-lake,21,546,4.847985347985348
Green,place-lake,22,505,8.211881188118811
Green,place-lake,23,499,11.703406813627254
Green,place-lech,0,1978,18.124873609706775
Green,place-lech,1,886,45.853273137697514
Green,place-lech,2,145,588.0551724137931
Green,place-lech,3,158,4216.0822784810125
Green,place-lech,4,81,138.64197530864197
Green,place-lech,5,1136,2.665492957746479
Green,place-lech,6,2003,5.569645531702446
Green,place-lech,7,2073,9.075253256150507
Green,place-lech,8,2107,11.85999050783104
Green,place-lech,9,2192,14.763686131386862
Green,place-lech,10,2141,16.620737972909854
Green,place-lech,11,2258,23.967670504871567
Green,place-lech,12,2189,16.941068981269986
Green,place-lech,13,2145,15.893240093240093
Green,place-lech,14,2265,22.00176600441501
Green,place-lech,15,2174,22.45078196872125
Green,place-lech,16,2208,16.11639492753623
Green,place-lech,17,2162,23.759481961147085
Green,place-lech,18,2253,19.12028406569019
Green,place-lech,19,2264,14.151060070671377
Green,place-lech,20,2253,10.059920106524634
