line,to_station,service_hour,comparable_observations,mean_excess_travel_seconds
Green,place-lech,21,2162,23.403792784458833
Green,place-lech,22,2138,9.81244153414406
Green,place-lech,23,2113,13.382867960246095
Green,place-lngmd,0,1016,6.616141732283465
Green,place-lngmd,1,231,2.9047619047619047
Green,place-lngmd,2,32,2.40625
Green,place-lngmd,3,1,0.0
Green,place-lngmd,4,2,0.0
Green,place-lngmd,5,355,0.008450704225352112
Green,place-lngmd,6,879,0.4994311717861207
Green,place-lngmd,7,1039,0.3041385948026949
Green,place-lngmd,8,1044,0.3132183908045976
Green,place-lngmd,9,1052,0.10836501901140683
Green,place-lngmd,10,1053,1.190883190883191
Green,place-lngmd,11,1037,2.584378013500482
Green,place-lngmd,12,1022,0.1771037181996086
Green,place-lngmd,13,1027,0.039922103213242445
Green,place-lngmd,14,1015,0.0896551724137931
Green,place-lngmd,15,1047,0.12798471824259788
Green,place-lngmd,16,1042,0.16026871401151632
Green,place-lngmd,17,1012,0.2509881422924901
Green,place-lngmd,18,1065,0.4553990610328638
Green,place-lngmd,19,1081,2.8899167437557822
Green,place-lngmd,20,1049,0.5176358436606292
Green,place-lngmd,21,1018,0.18860510805500982
Green,place-lngmd,22,1074,0.4553072625698324
Green,place-lngmd,23,1018,0.4656188605108055
Green,place-longw,0,798,8.853383458646617
Green,place-longw,1,365,15.076712328767123
Green,place-longw,2,30,15.933333333333334
Green,place-longw,3,1,0.0
Green,place-longw,4,66,0.30303030303030304
Green,place-longw,5,500,2.062
Green,place-longw,6,930,4.362365591397849
Green,place-longw,7,985,2.2020304568527918
Green,place-longw,8,1074,3.4515828677839853
Green,place-longw,9,1047,1.484240687679083
Green,place-longw,10,1028,0.8268482490272373
Green,place-longw,11,1082,1.1367837338262476
Green,place-longw,12,1039,0.4850818094321463
Green,place-longw,13,1068,0.7677902621722846
Green,place-longw,14,1052,0.8631178707224335
Green,place-longw,15,1057,1.5203405865657522
Green,place-longw,16,1048,1.4427480916030535
Green,place-longw,17,1052,1.8925855513307985
Green,place-longw,18,1065,1.3211267605633803
Green,place-longw,19,1118,0.9525939177101967
Green,place-longw,20,1087,1.343146274149034
Green,place-longw,21,1090,1.3403669724770642
Green,place-longw,22,1098,1.8907103825136613
Green,place-longw,23,1031,8.993210475266732
Green,place-mdftf,0,580,31.408620689655173
Green,place-mdftf,1,451,49.534368070953434
Green,place-mdftf,2,52,0.6153846153846154
Green,place-mdftf,3,2,21.0
Green,place-mdftf,4,88,8.579545454545455
Green,place-mdftf,5,519,15.356454720616568
Green,place-mdftf,6,750,60.344
Green,place-mdftf,7,616,41.73376623376623
Green,place-mdftf,8,556,36.06654676258993
Green,place-mdftf,9,583,42.320754716981135
Green,place-mdftf,10,581,44.89500860585198
Green,place-mdftf,11,654,67.40825688073394
Green,place-mdftf,12,562,37.27224199288256
Green,place-mdftf,13,581,29.42340791738382
Green,place-mdftf,14,574,24.99128919860627
Green,place-mdftf,15,577,29.12478336221837
Green,place-mdftf,16,598,18.10535117056856
Green,place-mdftf,17,575,12.09217391304348
Green,place-mdftf,18,590,37.898305084745765
Green,place-mdftf,19,610,43.4
Green,place-mdftf,20,641,24.538221528861154
Green,place-mdftf,21,575,43.19826086956522
Green,place-mdftf,22,595,27.060504201680672
Green,place-mdftf,23,617,61.042139384116695
Green,place-mfa,0,1018,16.839882121807467
Green,place-mfa,1,236,16.652542372881356
Green,place-mfa,2,31,3.0967741935483866
Green,place-mfa,3,1,0.0
Green,place-mfa,4,2,0.0
Green,place-mfa,5,345,1.4405797101449276
Green,place-mfa,6,885,3.2124293785310734
Green,place-mfa,7,1029,2.7453838678328473
Green,place-mfa,8,1039,0.17709335899903753
Green,place-mfa,9,1045,0.059330143540669844
Green,place-mfa,10,1051,0.2721217887725975
Green,place-mfa,11,1035,0.32657004830917874
Green,place-mfa,12,1015,0.20591133004926104
Green,place-mfa,13,1037,0.22661523625843774
Green,place-mfa,14,1001,0.28771228771228774
Green,place-mfa,15,1044,0.2720306513409962
Green,place-mfa,16,1043,0.5465004793863855
Green,place-mfa,17,1032,0.4563953488372093
Green,place-mfa,18,1069,0.64733395696913
Green,place-mfa,19,1074,0.6219739292364991
Green,place-mfa,20,1032,1.0920542635658914
Green,place-mfa,21,1030,0.45728155339805826
Green,place-mfa,22,1053,1.1054131054131053
Green,place-mfa,23,1025,8.487804878048781
Green,place-mgngl,0,861,3.545876887340302
Green,place-mgngl,1,484,6.012396694214876
Green,place-mgngl,2,49,0.0
Green,place-mgngl,3,3,0.0
Green,place-mgngl,4,124,0.0
Green,place-mgngl,5,1005,1.400995024875622
Green,place-mgngl,6,1374,0.48544395924308587
Green,place-mgngl,7,1206,4.497512437810945
Green,place-mgngl,8,1130,2.1628318584070803
Green,place-mgngl,9,1162,2.6953528399311533
Green,place-mgngl,10,1145,4.319650655021834
Green,place-mgngl,11,1204,1.3255813953488371
Green,place-mgngl,12,1130,3.436283185840708
Green,place-mgngl,13,1156,3.7897923875432524
Green,place-mgngl,14,1136,3.336267605633803
Green,place-mgngl,15,1132,4.798586572438163
Green,place-mgngl,16,1214,1.5024711696869852
Green,place-mgngl,17,1167,2.8646101113967437
Green,place-mgngl,18,1170,1.241880341880342
Green,place-mgngl,19,1172,1.1928327645051195
Green,place-mgngl,20,1206,2.242951907131012
Green,place-mgngl,21,1124,1.8825622775800712
Green,place-mgngl,22,1160,1.1206896551724137
Green,place-mgngl,23,1133,1.3177405119152692
Green,place-mispk,0,1013,0.16386969397828233
Green,place-mispk,1,211,0.0
Green,place-mispk,2,37,0.0
Green,place-mispk,3,1,0.0
Green,place-mispk,4,2,0.0
Green,place-mispk,5,341,0.0
Green,place-mispk,6,856,2.8014018691588785
Green,place-mispk,7,1021,0.7189030362389814
Green,place-mispk,8,997,0.3731193580742227
Green,place-mispk,9,1016,0.03740157480314961
Green,place-mispk,10,963,0.6666666666666666
Green,place-mispk,11,1013,0.08094768015794666
Green,place-mispk,12,973,0.8766700924974307
Green,place-mispk,13,1022,0.6086105675146771
Green,place-mispk,14,988,0.18016194331983806
Green,place-mispk,15,1029,0.4499514091350826
Green,place-mispk,16,990,0.02626262626262624
Green,place-mispk,17,988,1.2024291497975708
Green,place-mispk,18,1028,0.17704280155642024
Green,place-mispk,19,1059,0.3918791312559018
Green,place-mispk,20,1036,0.0
Green,place-mispk,21,1032,0.38275193798449614
Green,place-mispk,22,1074,0.0521415270018622
Green,place-mispk,23,1014,0.1282051282051282
Green,place-newtn,0,704,2.2173295454545454
Green,place-newtn,1,462,0.3484848484848485
Green,place-newtn,2,59,0.0
Green,place-newtn,3,2,25.0
Green,place-newtn,4,63,0.0
Green,place-newtn,5,531,0.2787193973634652
Green,place-newtn,6,904,3.018805309734513
Green,place-newtn,7,986,1.7170385395537526
Green,place-newtn,8,1003,4.8554336989032905
Green,place-newtn,9,1036,0.7944015444015444
Green,place-newtn,10,1035,1.6251207729468602
Green,place-newtn,11,1053,4.557454890788224
Green,place-newtn,12,1063,10.1862652869238
Green,place-newtn,13,1028,0.35797665369649806
Green,place-newtn,14,1047,0.7965616045845272
Green,place-newtn,15,1072,2.0055970149253732
Green,place-newtn,16,1027,1.3573515092502435
Green,place-newtn,17,1032,5.017441860465116
Green,place-newtn,18,1018,1.6424361493123771
Green,place-newtn,19,1122,2.8163992869875223
Green,place-newtn,20,1091,5.13198900091659
Green,place-newtn,21,1076,4.471189591078067
Green,place-newtn,22,954,3.5440251572327046
Green,place-newtn,23,1027,2.1100292112950343
Green,place-newto,0,725,3.3048275862068968
Green,place-newto,1,450,3.111111111111111
Green,place-newto,2,56,0.03571428571428571
Green,place-newto,3,1,0.0
Green,place-newto,4,59,0.0
Green,place-newto,5,538,0.08550185873605948
Green,place-newto,6,922,0.10086767895878525
Green,place-newto,7,970,3.0896907216494847
Green,place-newto,8,1044,3.5239463601532566
Green,place-newto,9,1033,7.553727008712488
Green,place-newto,10,1057,2.0719016083254496
Green,place-newto,11,1051,2.1845861084681255
Green,place-newto,12,1108,4.963898916967509
Green,place-newto,13,1074,3.0623836126629422
Green,place-newto,14,1029,1.248785228377065
Green,place-newto,15,1085,0.8820276497695853
Green,place-newto,16,1029,0.45092322643343047
Green,place-newto,17,1073,5.68219944082013
Green,place-newto,18,1050,0.44571428571428573
Green,place-newto,19,1111,9.53915391539154
Green,place-newto,20,1105,1.8407239819004524
Green,place-newto,21,1069,0.6791393826005612
Green,place-newto,22,992,2.8891129032258065
Green,place-newto,23,1057,0.9479659413434248
Green,place-north,0,1801,2.118267629094947
Green,place-north,1,590,17.452542372881357
Green,place-north,2,65,41.44615384615385
Green,place-north,3,1,243.0
Green,place-north,4,22,0.0
Green,place-north,5,912,0.956140350877193
Green,place-north,6,1854,3.269687162891046
Green,place-north,7,1993,4.306071249372804
Green,place-north,8,2007,7.370204285002491
Green,place-north,9,2060,3.6519417475728155
Green,place-north,10,2027,8.148001973359644
Green,place-north,11,2086,9.951102588686481
Green,place-north,12,2043,4.770925110132159
Green,place-north,13,1976,7.284412955465587
Green,place-north,14,2011,4.053704624564893
Green,place-north,15,2054,7.267283349561831
Green,place-north,16,2029,4.181862986692952
Green,place-north,17,1987,5.750377453447408
Green,place-north,18,2072,3.3682432432432434
Green,place-north,19,2058,3.4805636540330416
Green,place-north,20,2101,8.879105188005711
Green,place-north,21,2028,2.876232741617357
Green,place-north,22,2022,2.0791295746785363
Green,place-north,23,1939,4.937596699329552
Green,place-nuniv,0,996,5.325301204819276
Green,place-nuniv,1,249,0.8875502008032129
Green,place-nuniv,2,29,2.0344827586206895
Green,place-nuniv,3,1,0.0
Green,place-nuniv,5,344,1.9651162790697674
Green,place-nuniv,6,900,3.8922222222222222
Green,place-nuniv,7,1016,1.6437007874015748
Green,place-nuniv,8,1052,3.245247148288974
Green,place-nuniv,9,1023,2.654936461388074
Green,place-nuniv,10,1046,2.041108986615679
Green,place-nuniv,11,1051,2.219790675547098
Green,place-nuniv,12,992,2.0
Green,place-nuniv,13,1035,1.502415458937198
Green,place-nuniv,14,1009,2.1982160555004957
Green,place-nuniv,15,1029,3.0476190476190474
Green,place-nuniv,16,1048,2.0286259541984735
Green,place-nuniv,17,1032,1.1647286821705427
Green,place-nuniv,18,1066,2.24108818011257
Green,place-nuniv,19,1070,1.9570093457943925
Green,place-nuniv,20,1037,1.5342333654773386
Green,place-nuniv,21,1028,1.3521400778210118
Green,place-nuniv,22,1047,2.1996179560649476
Green,place-nuniv,23,1031,1.492725509214355
Green,place-pktrm,0,3352,8.619928400954654
Green,place-pktrm,1,838,5.891408114558472
Green,place-pktrm,2,76,2.5921052631578947
Green,place-pktrm,3,2,0.0
Green,place-pktrm,4,2,81.5
Green,place-pktrm,5,1716,5.827505827505828
Green,place-pktrm,6,3478,6.398792409430707
Green,place-pktrm,7,3744,4.029647435897436
Green,place-pktrm,8,3864,3.735248447204969
Green,place-pktrm,9,3902,5.313172731932343
Green,place-pktrm,10,3889,6.709436873232193
Green,place-pktrm,11,3871,5.709377421854818
Green,place-pktrm,12,3823,7.165576772168454
Green,place-pktrm,13,3776,5.121822033898305
Green,place-pktrm,14,3821,6.014132426066475
Green,place-pktrm,15,3832,8.127087682672235
Green,place-pktrm,16,3845,8.095708712613785
Green,place-pktrm,17,3751,10.515062649960011
Green,place-pktrm,18,3954,11.058168942842691
Green,place-pktrm,19,3820,7.825916230366492
Green,place-pktrm,20,3891,6.280133641737343
Green,place-pktrm,21,3843,5.692688004163414
Green,place-pktrm,22,3671,5.978752383546717
Green,place-pktrm,23,3652,8.528751369112815
Green,place-prmnl,0,979,7.133810010214504
Green,place-prmnl,1,248,6.82258064516129
Green,place-prmnl,2,26,3.6923076923076925
Green,place-prmnl,3,1,0.0
Green,place-prmnl,5,342,3.8684210526315788
Green,place-prmnl,6,896,4.732142857142857
Green,place-prmnl,7,1009,0.7452923686818632
Green,place-prmnl,8,1035,2.4657004830917875
Green,place-prmnl,9,1023,2.8934506353861194
Green,place-prmnl,10,1025,2.9248780487804877
Green,place-prmnl,11,1028,7.928015564202335
Green,place-prmnl,12,1004,4.258964143426295
Green,place-prmnl,13,1001,2.2927072927072927
Green,place-prmnl,14,992,0.4485887096774194
Green,place-prmnl,15,1032,10.911821705426357
Green,place-prmnl,16,1029,0.3780369290573372
Green,place-prmnl,17,1013,0.8144126357354392
Green,place-prmnl,18,1051,6.488106565176023
Green,place-prmnl,19,1057,5.71996215704825
Green,place-prmnl,20,1046,5.420650095602294
Green,place-prmnl,21,1023,4.9608993157380255
Green,place-prmnl,22,1036,6.0675675675675675
Green,place-prmnl,23,1037,5.446480231436837
Green,place-river,0,477,53.39832285115304
Green,place-river,1,492,8.949186991869919
Green,place-river,2,75,12.373333333333333
Green,place-river,3,2,7.0
Green,place-river,4,4,8.5
Green,place-river,5,6,0.0
Green,place-river,6,322,27.571428571428573
Green,place-river,7,443,23.465011286681715
Green,place-river,8,483,19.4120082815735
Green,place-river,9,503,56.64811133200795
Green,place-river,10,539,52.66048237476809
Green,place-river,11,530,56.5188679245283
Green,place-river,12,550,67.92545454545454
Green,place-river,13,539,68.17439703153988
Green,place-river,14,486,17.232510288065843
Green,place-river,15,541,18.23290203327172
Green,place-river,16,506,25.59090909090909
Green,place-river,17,510,51.29607843137255
Green,place-river,18,514,18.38715953307393
Green,place-river,19,545,25.363302752293578
Green,place-river,20,548,31.027372262773724
Green,place-river,21,511,37.28962818003914
Green,place-river,22,548,32.66970802919708
Green,place-river,23,507,49.99211045364891
Green,place-rsmnl,0,736,8.283967391304348
Green,place-rsmnl,1,407,20.383292383292382
Green,place-rsmnl,2,51,6.313725490196078
Green,place-rsmnl,3,2,100.0
Green,place-rsmnl,4,1,0.0
Green,place-rsmnl,5,542,0.6217712177121771
Green,place-rsmnl,6,906,4.82560706401766
Green,place-rsmnl,7,917,6.420937840785169
Green,place-rsmnl,8,1049,2.1067683508102957
Green,place-rsmnl,9,1038,6.134874759152216
Green,place-rsmnl,10,1018,16.916502946954814
Green,place-rsmnl,11,1042,6.909788867562381
Green,place-rsmnl,12,1005,14.562189054726367
Green,place-rsmnl,13,1042,2.3378119001919386
Green,place-rsmnl,14,1009,3.871159563924678
Green,place-rsmnl,15,1013,1.667324777887463
Green,place-rsmnl,16,1050,8.426666666666666
Green,place-rsmnl,17,1023,5.735092864125122
Green,place-rsmnl,18,1043,1.4247363374880153
Green,place-rsmnl,19,1093,1.3412625800548947
Green,place-rsmnl,20,1098,24.26502732240437
Green,place-rsmnl,21,1090,6.5926605504587155
Green,place-rsmnl,22,987,12.954407294832826
Green,place-rsmnl,23,1017,10.772861356932154
Green,place-rvrwy,0,1024,12.64453125
Green,place-rvrwy,1,224,6.946428571428571
Green,place-rvrwy,2,40,4.725
Green,place-rvrwy,4,2,0.0
Green,place-rvrwy,5,356,14.929775280898877
Green,place-rvrwy,6,849,5.159010600706714
Green,place-rvrwy,7,1007,9.33664349553128
Green,place-rvrwy,8,1044,7.424329501915709
Green,place-rvrwy,9,1035,11.271497584541063
Green,place-rvrwy,10,958,8.407098121085594
Green,place-rvrwy,11,1021,5.072477962781587
Green,place-rvrwy,12,969,4.7936016511867905
Green,place-rvrwy,13,1042,5.116122840690979
Green,place-rvrwy,14,980,6.841836734693879
Green,place-rvrwy,15,1037,8.68563162970106
Green,place-rvrwy,16,999,13.785785785785786
Green,place-rvrwy,17,1010,18.565346534653465
Green,place-rvrwy,18,1037,7.1591128254580525
Green,place-rvrwy,19,1071,3.5331465919701213
Green,place-rvrwy,20,1045,3.933971291866029
Green,place-rvrwy,21,1041,4.2055715658021136
Green,place-rvrwy,22,1078,3.453617810760668
Green,place-rvrwy,23,1023,10.624633431085044
Green,place-smary,0,771,2.775616083009079
Green,place-smary,1,187,8.53475935828877
Green,place-smary,2,26,3.1153846153846154
Green,place-smary,3,3,2.6666666666666665
Green,place-smary,5,556,1.8255395683453237
Green,place-smary,6,969,3.395252837977296
Green,place-smary,7,1048,2.770038167938931
Green,place-smary,8,1074,2.8901303538175047
Green,place-smary,9,1074,8.783985102420857
Green,place-smary,10,1112,5.789568345323741
Green,place-smary,11,1045,1.9167464114832535
Green,place-smary,12,1068,1.7631086142322097
Green,place-smary,13,1062,0.9717514124293786
Green,place-smary,14,1066,7.424953095684803
Green,place-smary,15,1083,5.751615881809788
Green,place-smary,16,1070,0.47196261682242985
Green,place-smary,17,1044,6.845785440613027
Green,place-smary,18,1046,1.5325047801147227
Green,place-smary,19,1059,0.8989612842304061
Green,place-smary,20,1074,3.4236499068901303
Green,place-smary,21,1043,0.9702780441035475
Green,place-smary,22,969,0.3632610939112487
Green,place-smary,23,919,3.7682263329706203
Green,place-sougr,0,761,1.6688567674113008
Green,place-sougr,1,360,0.0
Green,place-sougr,2,53,195.16981132075472
Green,place-sougr,3,6,0.0
Green,place-sougr,4,2,0.0
Green,place-sougr,5,1099,0.6032757051865332
Green,place-sougr,6,1222,2.25531914893617
Green,place-sougr,7,1140,14.249122807017544
Green,place-sougr,8,1145,7.390393013100437
Green,place-sougr,9,1128,8.542553191489361
Green,place-sougr,10,1125,7.0328888888888885
Green,place-sougr,11,1169,6.3053892215568865
Green,place-sougr,12,1072,1.8031716417910448
Green,place-sougr,13,1114,0.7782764811490125
Green,place-sougr,14,1108,1.4160649819494584
Green,place-sougr,15,1075,2.382325581395349
Green,place-sougr,16,1107,0.7100271002710027
Green,place-sougr,17,1095,1.05662100456621
Green,place-sougr,18,1105,9.357466063348417
Green,place-sougr,19,1117,5.080572963294539
Green,place-sougr,20,1094,1.5420475319926874
Green,place-sougr,21,1080,2.0277777777777777
Green,place-sougr,22,1013,11.284304047384008
Green,place-sougr,23,977,1.187308085977482
Green,place-spmnl,0,1896,11.83860759493671
Green,place-spmnl,1,658,5.533434650455927
Green,place-spmnl,2,82,20.378048780487806
Green,place-spmnl,4,79,17.303797468354432
Green,place-spmnl,5,1142,14.852014010507881
Green,place-spmnl,6,2046,7.735092864125122
Green,place-spmnl,7,2085,14.532374100719425
Green,place-spmnl,8,2075,19.665542168674698
Green,place-spmnl,9,2178,16.08080808080808
Green,place-spmnl,10,2125,24.54870588235294
Green,place-spmnl,11,2205,21.62267573696145
Green,place-spmnl,12,2135,22.3480093676815
Green,place-spmnl,13,2117,25.24893717524799
Green,place-spmnl,14,2233,22.403045230631438
Green,place-spmnl,15,2190,16.990867579908677
Green,place-spmnl,16,2214,25.913730803974705
Green,place-spmnl,17,2160,25.377777777777776
Green,place-spmnl,18,2244,14.827540106951872
Green,place-spmnl,19,2234,18.974932855863923
Green,place-spmnl,20,2273,11.809062912450504
Green,place-spmnl,21,2128,13.197368421052632
Green,place-spmnl,22,2160,21.058333333333334
Green,place-spmnl,23,2084,13.713051823416507
Green,place-sthld,0,738,1.9363143631436315
Green,place-sthld,1,331,3.0422960725075527
Green,place-sthld,2,41,1.6341463414634145
Green,place-sthld,3,2,20.5
Green,place-sthld,5,563,0.13321492007104796
Green,place-sthld,6,932,2.1834763948497855
Green,place-sthld,7,1074,2.1685288640595903
Green,place-sthld,8,1109,1.7114517583408475
Green,place-sthld,9,1123,1.018699910952805
Green,place-sthld,10,1099,1.1819836214740673
Green,place-sthld,11,1127,0.4755989352262644
Green,place-sthld,12,1047,1.5577841451766954
Green,place-sthld,13,1081,1.2099907493061979
Green,place-sthld,14,1064,0.3975563909774436
Green,place-sthld,15,1069,0.8344246959775491
Green,place-sthld,16,1064,1.906954887218045
Green,place-sthld,17,1065,3.310798122065728
Green,place-sthld,18,1044,4.083333333333333
Green,place-sthld,19,1101,3.376930063578565
Green,place-sthld,20,1067,3.332708528584817
Green,place-sthld,21,1041,3.5658021133525457
Green,place-sthld,22,981,2.0428134556574924
Green,place-sthld,23,1013,0.3366238894373149
Green,place-stpul,0,753,0.26029216467463473
Green,place-stpul,1,196,0.0
Green,place-stpul,2,29,0.0
Green,place-stpul,3,1,0.0
Green,place-stpul,5,597,0.06532663316582915
Green,place-stpul,6,953,0.44805876180482684
Green,place-stpul,7,1044,0.06800766283524905
Green,place-stpul,8,1069,0.23573433115060802
Green,place-stpul,9,1103,0.16137805983680867
Green,place-stpul,10,1096,0.5757299270072992
Green,place-stpul,11,1048,0.5744274809160306
Green,place-stpul,12,1065,0.9953051643192489
Green,place-stpul,13,1049,1.6253574833174451
Green,place-stpul,14,1063,0.7732831608654751
Green,place-stpul,15,1070,0.3485981308411215
Green,place-stpul,16,1075,0.1097674418604651
Green,place-stpul,17,1031,0.4684772065955383
Green,place-stpul,18,1059,0.029272898961284214
Green,place-stpul,19,1059,1.4891406987724267
Green,place-stpul,20,1061,0.4363807728557964
Green,place-stpul,21,1041,0.36407300672430354
Green,place-stpul,22,981,2.1019367991845055
Green,place-stpul,23,920,0.4543478260869565
Green,place-sumav,0,621,4.677938808373591
Green,place-sumav,1,183,2.4644808743169397
Green,place-sumav,2,23,0.0
Green,place-sumav,3,1,0.0
Green,place-sumav,5,563,14.079928952042629
Green,place-sumav,6,861,8.08362369337979
Green,place-sumav,7,926,2.2958963282937366
Green,place-sumav,8,941,2.0276301806588735
Green,place-sumav,9,952,1.3760504201680672
Green,place-sumav,10,961,3.1644120707596253
Green,place-sumav,11,935,1.5016042780748664
Green,place-sumav,12,929,0.9397201291711518
Green,place-sumav,13,915,2.0896174863387977
Green,place-sumav,14,931,1.8485499462943071
Green,place-sumav,15,966,0.9399585921325052
Green,place-sumav,16,951,0.5005257623554153
Green,place-sumav,17,912,0.6019736842105263
Green,place-sumav,18,920,1.4576086956521739
Green,place-sumav,19,912,5.633771929824562
Green,place-sumav,20,947,5.84688489968321
Green,place-sumav,21,926,7.978401727861771
Green,place-sumav,22,859,7.1944121071012805
Green,place-sumav,23,805,9.181366459627329
Green,place-tapst,0,555,0.7675675675675676
Green,place-tapst,1,167,0.7245508982035929
Green,place-tapst,2,24,0.7083333333333334
Green,place-tapst,4,3,4.333333333333333
Green,place-tapst,5,571,4.903677758318739
Green,place-tapst,6,776,5.356958762886598
Green,place-tapst,7,844,4.017772511848341
Green,place-tapst,8,894,3.427293064876958
Green,place-tapst,9,885,3.4135593220338984
Green,place-tapst,10,858,4.121212121212122
Green,place-tapst,11,869,3.575373993095512
Green,place-tapst,12,866,3.884526558891455
Green,place-tapst,13,840,6.152380952380953
Green,place-tapst,14,851,4.057579318448885
Green,place-tapst,15,862,4.346867749419954
Green,place-tapst,16,865,4.953757225433526
Green,place-tapst,17,837,3.6379928315412187
Green,place-tapst,18,840,3.3976190476190475
Green,place-tapst,19,867,3.1372549019607843
Green,place-tapst,20,842,2.7553444180522564
Green,place-tapst,21,820,2.2243902439024392
Green,place-tapst,22,804,2.925373134328358
Green,place-tapst,23,705,1.8326241134751773
Green,place-unsqu,0,388,35.5180412371134
Green,place-unsqu,1,136,45.705882352941174
Green,place-unsqu,2,22,126.68181818181819
Green,place-unsqu,4,2,0.0
Green,place-unsqu,5,131,17.0
Green,place-unsqu,6,345,28.21159420289855
Green,place-unsqu,7,363,45.62809917355372
Green,place-unsqu,8,365,64.40821917808219
Green,place-unsqu,9,396,25.366161616161616
Green,place-unsqu,10,364,28.447802197802197
Green,place-unsqu,11,424,74.13443396226415
Green,place-unsqu,12,374,32.294117647058826
Green,place-unsqu,13,407,18.58968058968059
Green,place-unsqu,14,385,27.467532467532468
Green,place-unsqu,15,386,42.331606217616574
Green,place-unsqu,16,382,7.212041884816754
Green,place-unsqu,17,392,54.5
Green,place-unsqu,18,400,31.93
Green,place-unsqu,19,384,51.270833333333336
Green,place-unsqu,20,405,40.67654320987654
Green,place-unsqu,21,387,41.457364341085274
Green,place-unsqu,22,372,20.061827956989248
Green,place-unsqu,23,343,27.979591836734695
Green,place-waban,0,681,3.910425844346549
Green,place-waban,1,502,0.8406374501992032
Green,place-waban,2,63,0.0
Green,place-waban,3,4,30.0
Green,place-waban,4,117,0.1282051282051282
Green,place-waban,5,496,4.25
Green,place-waban,6,910,7.525274725274725
Green,place-waban,7,947,10.148891235480464
Green,place-waban,8,1003,6.920239282153539
Green,place-waban,9,1054,6.264705882352941
Green,place-waban,10,1059,7.553352219074599
Green,place-waban,11,1053,4.763532763532764
Green,place-waban,12,1027,3.818889970788705
Green,place-waban,13,1057,7.244087038789026
Green,place-waban,14,1037,2.211186113789778
Green,place-waban,15,1066,2.526266416510319
Green,place-waban,16,1017,2.8200589970501473
Green,place-waban,17,1032,6.31686046511628
Green,place-waban,18,1030,3.2446601941747573
Green,place-waban,19,1093,3.394327538883806
Green,place-waban,20,1068,6.550561797752809
Green,place-waban,21,1038,11.622350674373795
Green,place-waban,22,986,3.650101419878296
Green,place-waban,23,1004,4.53386454183267
Green,place-wascm,0,758,8.825857519788919
Green,place-wascm,1,315,2.9365079365079363
Green,place-wascm,2,38,1.4473684210526316
Green,place-wascm,3,1,1.0
Green,place-wascm,5,566,2.835689045936396
Green,place-wascm,6,964,2.6441908713692945
Green,place-wascm,7,1060,3.0066037735849056
Green,place-wascm,8,1121,3.3140053523639605
Green,place-wascm,9,1122,5.467023172905526
Green,place-wascm,10,1130,10.093805309734513
Green,place-wascm,11,1127,5.031055900621118
Green,place-wascm,12,1066,3.230769230769231
Green,place-wascm,13,1088,1.4751838235294117
Green,place-wascm,14,1063,2.300094073377234
Green,place-wascm,15,1078,9.5
Green,place-wascm,16,1066,9.910881801125704
Green,place-wascm,17,1077,11.779015784586814
Green,place-wascm,18,1054,12.62618595825427
Green,place-wascm,19,1101,12.54314259763851
Green,place-wascm,20,1064,9.727443609022556
Green,place-wascm,21,1066,4.556285178236398
Green,place-wascm,22,982,3.9226069246435844
Green,place-wascm,23,1024,10.2333984375
Green,place-woodl,0,647,5.95208655332303
Green,place-woodl,1,528,0.8465909090909091
Green,place-woodl,2,68,0.0
Green,place-woodl,3,3,23.666666666666668
Green,place-woodl,4,180,8.883333333333333
Green,place-woodl,5,602,9.127906976744185
Green,place-woodl,6,906,11.710816777041943
Green,place-woodl,7,1015,13.645320197044335
Green,place-woodl,8,1041,15.234390009606148
Green,place-woodl,9,1051,12.668886774500475
Green,place-woodl,10,1069,10.838166510757718
Green,place-woodl,11,1100,7.897272727272727
Green,place-woodl,12,1057,10.346263008514665
Green,place-woodl,13,1106,7.743218806509946
Green,place-woodl,14,1059,7.747875354107649
Green,place-woodl,15,1099,11.787079162875342
Green,place-woodl,16,1057,10.44465468306528
Green,place-woodl,17,1058,7.169187145557656
Green,place-woodl,18,1036,7.724903474903474
Green,place-woodl,19,1113,6.566936208445642
Green,place-woodl,20,1088,13.680147058823529
Green,place-woodl,21,1020,10.723529411764705
Green,place-woodl,22,999,6.774774774774775
Green,place-woodl,23,1014,9.334319526627219
Green,place-wrnst,0,748,1.8088235294117647
Green,place-wrnst,1,302,1.1456953642384107
Green,place-wrnst,2,35,1.3142857142857143
Green,place-wrnst,3,1,52.0
Green,place-wrnst,5,542,0.2896678966789668
Green,place-wrnst,6,959,0.20750782064650672
Green,place-wrnst,7,1077,0.9229340761374187
Green,place-wrnst,8,1124,0.9181494661921709
Green,place-wrnst,9,1112,1.5728417266187051
Green,place-wrnst,10,1121,1.1454058876003568
Green,place-wrnst,11,1114,0.6247755834829444
Green,place-wrnst,12,1046,1.4875717017208414
Green,place-wrnst,13,1075,0.8288372093023256
Green,place-wrnst,14,1075,0.09116279069767441
Green,place-wrnst,15,1071,0.4677871148459384
Green,place-wrnst,16,1068,0.18071161048689138
Green,place-wrnst,17,1066,0.2964352720450281
Green,place-wrnst,18,1062,0.6129943502824858
Green,place-wrnst,19,1077,1.2655524605385329
Green,place-wrnst,20,1069,0.2666043030869972
Green,place-wrnst,21,1049,0.7140133460438512
Green,place-wrnst,22,984,1.0772357723577235
Green,place-wrnst,23,1016,1.3946850393700787
Mattapan,place-asmnl,0,384,2.5104166666666665
