line,from_station,to_station,direction_id,observations
Red,place-alfcl,place-knncl,0,2
Green,place-lngmd,place-boyls,1,2
Red,place-brntn,place-alfcl,1,2
Orange,place-grnst,place-rugg,1,2
Green,place-lngmd,place-north,0,2
Green,place-fbkst,place-cool,1,2
Green,place-north,place-brmnl,0,2
Red,place-jfk,place-asmnl,0,2
Green,place-gover,place-prmnl,0,2
Green,place-smary,place-hymnl,1,2
Green,place-north,place-sougr,0,2
Green,place-pktrm,place-lake,0,2
Green,place-chswk,place-lake,0,2
Blue,place-bmmnl,place-wondl,1,2
Blue,place-bmmnl,place-orhte,0,2
Green,place-armnl,place-longw,0,2
Green,place-stpul,place-sumav,0,2
Blue,place-wimnl,place-sdmnl,1,2
Green,place-sougr,place-sthld,1,2
Green,place-fenwy,place-bcnfd,1,2
Green,place-kencl,place-denrd,0,2
Green,place-amory,place-bland,1,2
Green,place-hymnl,place-haecl,1,2
Green,place-armnl,place-lake,0,2
Mattapan,place-cenav,place-matt,0,2
Green,place-sumav,place-smary,1,2
Green,place-unsqu,place-hsmnl,0,2
Green,place-haecl,place-newtn,0,2
Green,place-coecl,place-lech,1,2
Green,place-coecl,place-fenwd,0,2
Green,place-eliot,place-river,0,2
Red,place-brntn,place-wlsta,1,2
Green,place-wrnst,place-harvd,1,2
Green,place-river,place-unsqu,0,2
Green,place-pktrm,place-nuniv,0,2
Green,place-haecl,place-hymnl,0,2
Green,place-hwsst,place-fenwy,0,2
Green,place-river,place-spmnl,1,2
Green,place-brmnl,place-nuniv,1,2
Green,place-denrd,place-sumav,1,2
Orange,place-mlmnl,place-astao,0,2
Green,place-spmnl,place-prmnl,0,2
Green,place-boyls,place-engav,1,2
Green,place-harvd,place-boyls,1,2
Green,place-boyls,place-brico,1,2
Green,place-woodl,place-lech,1,2
Green,place-tapst,place-kencl,1,2
Green,place-lake,place-eliot,0,2
Green,place-kencl,place-lake,0,2
Green,place-sougr,place-harvd,1,2
Green,place-waban,place-bcnfd,1,2
Green,place-newto,place-brkhl,1,2
Green,place-newtn,place-rsmnl,1,2
Green,place-newto,place-river,0,2
Red,place-qnctr,place-brntn,0,2
Red,place-cntsq,place-pktrm,0,2
Green,place-kencl,place-north,1,2
Green,place-woodl,place-kencl,1,2
Green,place-pktrm,place-spmnl,1,2
Green,place-brico,place-kencl,1,2
Green,place-lech,place-bckhl,1,2
Green,place-bckhl,place-esomr,1,2
Green,place-coecl,place-smary,0,2
Green,place-tapst,place-clmnl,0,2
Green,place-haecl,place-fenwd,0,1
Green,place-kencl,place-harvd,0,1
Mattapan,place-capst,place-miltt,1,1
Mattapan,place-miltt,place-valrd,0,1
Green,place-bland,place-bucen,1,1
Orange,place-bbsta,place-rugg,0,1
Orange,place-rugg,place-jaksn,0,1
Green,place-babck,place-longw,0,1
Green,place-boyls,place-eliot,0,1
Blue,place-wondl,place-bmmnl,0,1
Green,place-kencl,place-kntst,0,1
Green,place-lake,place-smary,0,1
Green,place-chhil,place-mfa,0,1
Green,place-river,place-mdftf,1,1
Green,place-mispk,place-lngmd,1,1
Green,place-haecl,place-brmnl,1,1
Green,place-brmnl,place-north,1,1
Green,place-lech,place-bland,0,1
Green,place-pktrm,place-chhil,0,1
Green,place-unsqu,place-boyls,0,1
Green,place-stpul,place-prmnl,0,1
Green,place-kencl,place-unsqu,0,1
Green,place-cool,place-bcnwa,0,1
Green,place-coecl,place-kntst,0,1
Green,place-kencl,place-stpul,0,1
Green,place-pktrm,place-newto,0,1
Green,place-spmnl,place-amory,0,1
Green,place-spmnl,place-hsmnl,0,1
Green,place-unsqu,place-waban,0,1
Red,place-knncl,place-harsq,1,1
Green,place-nuniv,place-brmnl,0,1
Green,place-bcnwa,place-kencl,1,1
Green,place-river,place-north,1,1
Green,place-gover,place-fenwy,0,1
Green,place-woodl,place-rsmnl,1,1
Orange,place-mlmnl,place-sull,0,1
Green,place-kntst,place-coecl,1,1
Green,place-clmnl,place-sumav,1,1
Green,place-tapst,place-sumav,1,1
Green,place-esomr,place-prmnl,0,1
Green,place-clmnl,place-fbkst,1,1
Green,place-sthld,place-brico,1,1
Green,place-newtn,place-river,0,1
Green,place-rsmnl,place-waban,0,1
Orange,place-state,place-chncl,0,1
Green,place-mdftf,place-armnl,0,1
Green,place-coecl,place-lngmd,0,1
Green,place-esomr,place-hymnl,0,1
Green,place-bcnwa,place-hymnl,1,1
Green,place-brmnl,place-hsmnl,0,1
Green,place-sumav,place-kntst,1,1
Green,place-gover,place-clmnl,1,1
Green,place-cool,place-fbkst,0,1
Green,place-sougr,place-pktrm,1,1
Green,place-pktrm,place-longw,0,1
Green,place-coecl,place-rsmnl,0,1
Green,place-newto,place-nuniv,0,1
Green,place-rsmnl,place-lngmd,1,1
Green,place-brkhl,place-pktrm,1,1
Green,place-fenwy,place-north,1,1
Green,place-river,place-brkhl,1,1
Green,place-rsmnl,place-haecl,1,1
Green,place-nuniv,place-pktrm,1,1
Red,place-asmnl,place-cntsq,1,1
Red,place-asmnl,place-jfk,1,1
Red,place-chmnl,place-harsq,1,1
Red,place-qnctr,place-jfk,1,1
Green,place-hsmnl,place-unsqu,1,1
Green,place-nuniv,place-lech,1,1
Green,place-tapst,place-hwsst,1,1
Green,place-smary,place-clmnl,0,1
Green,place-coecl,place-north,1,1
Green,place-coecl,place-newto,0,1
Mattapan,place-asmnl,place-valrd,1,1
Orange,place-astao,place-mlmnl,1,1
Green,place-engav,place-sumav,1,1
Blue,place-aport,place-sdmnl,1,1
Blue,place-aport,place-aqucl,0,1
Blue,place-wimnl,place-bmmnl,1,1
Green,place-haecl,place-bvmnl,0,1
Blue,place-gover,place-aqucl,1,1
Green,place-kencl,place-babck,0,1
Green,place-bcnwa,place-clmnl,0,1
Green,place-brkhl,place-hymnl,1,1
Green,place-lake,place-clmnl,0,1
Green,place-bcnfd,place-river,0,1
Green,place-kencl,place-woodl,0,1
Green,place-woodl,place-fenwy,0,1
Green,place-newto,place-woodl,0,1
Green,place-kencl,place-rsmnl,0,1
Green,place-kencl,place-pktrm,0,1
Green,place-tapst,place-boyls,1,1
Green,place-river,place-rsmnl,1,1
Green,place-pktrm,place-prmnl,0,1
Green,place-nuniv,place-kencl,1,1
Green,place-lech,place-fenwy,0,1
Green,place-fenwy,place-coecl,1,1
Green,place-armnl,place-bland,0,1
Green,place-gover,place-kencl,0,1
Green,place-sthld,place-fenwy,0,1
Green,place-nuniv,place-armnl,1,1
Green,place-chswk,place-bckhl,1,1
Green,place-hsmnl,place-chill,1,1
Green,place-coecl,place-longw,0,1
Green,place-newtn,place-bckhl,1,1
Green,place-hsmnl,place-newtn,1,1
Green,place-alsgr,place-sthld,0,1
Green,place-bucen,place-woodl,1,1
Green,place-bland,place-boyls,1,1
Mattapan,place-capst,place-asmnl,1,1
Green,place-lake,place-kencl,0,1
Orange,place-jaksn,place-rugg,1,1
Green,place-lake,place-alsgr,1,1
Green,place-eliot,place-bvmnl,1,1
Green,place-unsqu,place-newtn,0,1
Green,place-armnl,place-brico,0,1
Green,place-tapst,place-stpul,1,1
Green,place-kencl,place-bucen,0,1
Green,place-hymnl,place-bckhl,0,1
Green,place-chswk,place-grigg,1,1
Green,place-gilmn,place-north,0,1
Green,place-armnl,place-fenwy,0,1
Orange,place-tumnl,place-masta,0,1
Green,place-fenwy,place-brkhl,1,1
Green,place-longw,place-chhil,0,1
Green,place-coecl,place-bucen,0,1
Green,place-sougr,place-boyls,1,1
Green,place-mgngl,place-kencl,0,1
Green,place-bcnwa,place-stpul,1,1
Green,place-denrd,place-longw,0,1
Green,place-chswk,place-brico,1,1
Green,place-kencl,place-sougr,0,1
Green,place-bland,place-rsmnl,1,1
Orange,place-sull,place-ogmnl,1,1
Green,place-bland,place-pktrm,1,1
Green,place-rsmnl,place-eliot,0,1
Green,place-wrnst,place-gover,1,1
Green,place-boyls,place-buest,0,1
Green,place-kencl,place-haecl,1,1
Green,place-coecl,place-sougr,0,1
Orange,place-welln,place-ogmnl,1,1
Green,place-buest,place-woodl,1,1
Green,place-boyls,place-newto,0,1
Red,place-jfk,place-fldcr,0,1
Red,place-davis,place-cntsq,0,1
Green,place-north,place-lake,0,1
Green,place-coecl,place-spmnl,1,1
Green,place-lech,place-chill,0,1
Green,place-sougr,place-woodl,1,1
Green,place-chswk,place-bcnfd,0,1
Red,place-asmnl,place-davis,1,1
Green,place-haecl,place-newto,0,1
Green,place-sougr,place-grigg,1,1
Orange,place-forhl,place-rcmnl,1,1
Green,place-brmnl,place-gover,1,1
Green,place-kencl,place-grigg,0,1
Green,place-wrnst,place-smary,0,1
Green,place-bckhl,place-coecl,1,1
Green,place-sumav,place-bcnwa,0,1
Green,place-chill,place-wascm,1,1
Green,place-smary,place-kntst,0,1
Green,place-balsq,place-prmnl,0,1
Green,place-haecl,place-esomr,1,1
Green,place-hymnl,place-babck,0,1
Green,place-lake,place-boyls,0,1
Green,place-wrnst,place-fenwy,0,1
Green,place-hymnl,place-brico,0,1
Green,place-north,place-kencl,0,1
Green,place-north,place-hsmnl,0,1
Green,place-amory,place-kencl,1,1
Red,place-brdwy,place-pktrm,1,1
Red,place-nqncy,place-andrw,1,1
Green,place-bckhl,place-mdftf,1,1
Green,place-brico,place-rsmnl,0,1
Green,place-chswk,place-clmnl,1,1
Orange,place-masta,place-tumnl,1,1
Orange,place-tumnl,place-dwnxg,1,1
Orange,place-north,place-state,0,1
Green,place-newtn,place-boyls,1,1
Orange,place-astao,place-north,0,1
Orange,place-ogmnl,place-astao,0,1
Green,place-eliot,place-armnl,1,1
Red,place-wlsta,place-jfk,1,1
Green,place-unsqu,place-woodl,1,1
Green,place-brico,place-fenwy,0,1
Green,place-hsmnl,place-esomr,0,1
Green,place-brico,place-bucen,1,1
Green,place-newto,place-hymnl,1,1
Green,place-bland,place-newtn,1,1
Green,place-sougr,place-alsgr,1,1
Green,place-buest,place-babck,0,1
Green,place-chill,place-alsgr,1,1
Green,place-chhil,place-kencl,1,1
Green,place-fenwy,place-chhil,1,1
Green,place-brico,place-hymnl,1,1
Green,place-buest,place-fenwy,1,1
Green,place-chill,place-gover,1,1
Green,place-babck,place-hymnl,1,1
Green,place-bland,place-spmnl,1,1
Green,place-hsmnl,place-armnl,1,1
Green,place-armnl,place-bckhl,1,1
Green,place-bland,place-brkhl,0,1
Green,place-armnl,place-chswk,0,1
Green,place-bucen,place-gover,1,1
Green,place-lake,place-hwsst,0,1
Green,place-wascm,place-unsqu,1,1
Green,place-bucen,place-babck,0,1
Green,place-sougr,place-spmnl,1,1
Green,place-wascm,place-chill,0,1
Green,place-bland,place-nuniv,1,1
Green,place-lngmd,place-haecl,1,1
Green,place-pktrm,place-bvmnl,0,1
Green,place-rsmnl,place-newtn,0,1
Green,place-boyls,place-longw,0,1
Green,place-fenwy,place-fenwd,1,1
Green,place-newto,place-rvrwy,1,1
Mattapan,place-valrd,place-matt,0,1
Mattapan,place-asmnl,place-butlr,0,1
Mattapan,place-butlr,place-asmnl,1,1
Green,place-newtn,place-nuniv,0,1
Green,place-rsmnl,place-prmnl,1,1
Green,place-north,place-bucen,0,1
Green,place-bvmnl,place-gover,1,1
Green,place-mfa,place-pktrm,1,1
Red,place-dwnxg,place-alfcl,1,1
Green,place-rvrwy,place-kencl,1,1
Green,place-fenwy,place-rvrwy,1,1
Green,place-north,place-brkhl,0,1
Green,place-fenwy,place-armnl,1,1
Green,place-armnl,place-river,1,1
Green,place-sumav,place-coecl,1,1
Green,place-pktrm,place-bckhl,1,1
Green,place-bland,place-bvmnl,1,1
Green,place-kencl,place-gover,1,1
Green,place-harvd,place-chhil,0,1
Green,place-alsgr,place-unsqu,1,1
Green,place-bucen,place-kencl,1,1
Green,place-clmnl,place-gover,0,1
Green,place-lake,place-lngmd,0,1
Green,place-bland,place-lake,0,1
Green,place-kencl,place-waban,0,1
Green,place-eliot,place-kencl,0,1
Green,place-river,place-longw,1,1
Green,place-clmnl,place-hymnl,1,1
Green,place-balsq,place-chhil,0,1
Green,place-kencl,place-nuniv,0,1
Green,place-bcnfd,place-newto,0,1
Green,place-hymnl,place-nuniv,0,1
Green,place-brico,place-chhil,1,1
Green,place-grigg,place-newto,1,1
Green,place-chswk,place-eliot,1,1
Green,place-bvmnl,place-prmnl,0,1
Green,place-brkhl,place-waban,0,1
Green,place-chhil,place-newtn,0,1
Green,place-bvmnl,place-eliot,0,1
Green,place-hsmnl,place-fenwd,1,1
Green,place-boyls,place-grigg,0,1
Green,place-gilmn,place-mdftf,1,1
Green,place-longw,place-hymnl,1,1
Green,place-bcnfd,place-prmnl,0,1
Green,place-waban,place-coecl,1,1
Green,place-brmnl,place-coecl,1,1
Green,place-eliot,place-esomr,1,1
Green,place-fenwy,place-prmnl,1,1
Green,place-fenwy,place-newtn,0,1
Green,place-buest,place-boyls,1,1
Green,place-bvmnl,place-hymnl,1,1
Green,place-rsmnl,place-newto,0,1
Green,place-sougr,place-kencl,1,1
Green,place-boyls,place-prmnl,0,1
Orange,place-ogmnl,place-north,0,1
Green,place-haecl,place-rvrwy,0,1
Green,place-bland,place-sumav,1,1
Green,place-brico,place-smary,0,1
Green,place-bland,place-engav,1,1
Green,place-chill,place-smary,0,1
Green,place-coecl,place-amory,0,1
Green,place-brmnl,place-armnl,1,1
Green,place-eliot,place-nuniv,0,1
Red,place-jfk,place-dwnxg,1,1
Blue,place-wondl,place-bomnl,0,1
Blue,place-state,place-aport,1,1
Green,place-lech,place-prmnl,0,1
Green,place-river,place-gover,0,1
Green,place-hymnl,place-north,1,1
Green,place-lngmd,place-rvrwy,0,1
Green,place-haecl,place-river,1,1
Orange,place-masta,place-forhl,0,1
Green,place-smary,place-river,1,1
Green,place-eliot,place-coecl,1,1
Green,place-waban,place-kencl,1,1
Green,place-smary,place-woodl,1,1
Green,place-fenwd,place-hsmnl,0,1
Red,place-chmnl,place-sstat,0,1
Green,place-prmnl,place-pktrm,1,1
Green,place-mdftf,place-gover,1,1
Green,place-lake,place-harvd,1,1
Green,place-north,place-balsq,1,1
Green,place-fenwy,place-spmnl,1,1
Green,place-gilmn,place-boyls,0,1
Green,place-mispk,place-pktrm,1,1
Green,place-pktrm,place-brkhl,0,1
Green,place-boyls,place-chhil,0,1
Green,place-kencl,place-brmnl,0,1
Green,place-mgngl,place-north,0,1
Green,place-fbkst,place-kntst,1,1
Green,place-spmnl,place-coecl,0,1
Green,place-bcnfd,place-haecl,1,1
Green,place-coecl,place-river,0,1
Mattapan,place-valrd,place-miltt,1,1
Green,place-bcnwa,place-kntst,1,1
Green,place-esomr,place-pktrm,0,1
Green,place-balsq,place-rvrwy,1,1
Green,place-waban,place-brkhl,1,1
Green,place-river,place-prmnl,0,1
Green,place-mgngl,place-haecl,0,1
Green,place-lech,place-nuniv,0,1
Green,place-boyls,place-fenwd,0,1
Green,place-rvrwy,place-north,1,1
Green,place-mdftf,place-haecl,0,1
Green,place-sougr,place-brico,1,1
Green,place-river,place-esomr,1,1
Green,place-sougr,place-armnl,1,1
Green,place-rsmnl,place-woodl,0,1
Green,place-newto,place-spmnl,1,1
Green,place-harvd,place-hymnl,1,1
Green,place-haecl,place-mispk,0,1
Green,place-river,place-mfa,0,1
Green,place-north,place-sthld,0,1
Green,place-wrnst,place-brico,1,1
Green,place-denrd,place-hwsst,1,1
Green,place-waban,place-spmnl,1,1
Green,place-waban,place-longw,1,1
Blue,place-mvbcl,place-state,0,1
Red,place-sstat,place-jfk,0,1
Green,place-mdftf,place-pktrm,0,1
Green,place-tapst,place-brkhl,0,1
Green,place-bcnwa,place-bvmnl,0,1
Green,place-cool,place-fenwy,0,1
Green,place-hsmnl,place-haecl,1,1
Green,place-haecl,place-bckhl,1,1
Green,place-rsmnl,place-fenwy,1,1
Green,place-newtn,place-north,1,1
Green,place-woodl,place-armnl,1,1
Green,place-coecl,place-symcl,0,1
Green,place-sougr,place-river,1,1
Green,place-rsmnl,place-armnl,1,1
Green,place-brkhl,place-bckhl,1,1
Green,place-hsmnl,place-brkhl,1,1
Green,place-unsqu,place-coecl,0,1
Green,place-mispk,place-prmnl,0,1
Mattapan,place-asmnl,place-miltt,0,1
Blue,place-aqucl,place-sdmnl,1,1
Green,place-kencl,place-eliot,0,1
Green,place-coecl,place-mispk,0,1
Green,place-armnl,place-north,1,1
Green,place-haecl,place-prmnl,0,1
Green,place-spmnl,place-mispk,1,1
Red,place-sstat,place-knncl,1,1
Green,place-mispk,place-lech,1,1
Green,place-clmnl,place-river,1,1
Green,place-mgngl,place-armnl,0,1
Green,place-hymnl,place-waban,0,1
Green,place-fenwy,place-lech,1,1
Green,place-north,place-mispk,0,1
Green,place-fenwy,place-gover,1,1
Green,place-gilmn,place-haecl,0,1
Green,place-spmnl,place-newto,0,1
Red,place-asmnl,place-fldcr,1,1
Green,place-wrnst,place-babck,1,1
Green,place-lake,place-hymnl,0,1
Green,place-babck,place-bckhl,1,1
Green,place-lake,place-fenwy,0,1
Green,place-coecl,place-bcnfd,0,1
Green,place-fbkst,place-kencl,1,1
Green,place-coecl,place-woodl,0,1
Green,place-chswk,place-babck,1,1
Green,place-lake,place-babck,1,1
Green,place-lake,place-bckhl,1,1
Green,place-lake,place-bcnfd,0,1
Green,place-unsqu,place-lake,0,1
Green,place-brico,place-river,1,1
Green,place-armnl,place-rsmnl,0,1
Green,place-lech,place-lake,0,1
Green,place-rvrwy,place-mfa,1,1
Green,place-haecl,place-gilmn,1,1
Green,place-grigg,place-kencl,1,1
Green,place-lake,place-chhil,0,1
Green,place-longw,place-boyls,1,1
Green,place-north,place-chswk,1,1
Green,place-chill,place-north,1,1
Mattapan,place-cedgr,place-valrd,0,1
Green,place-hymnl,place-bvmnl,0,1
Green,place-lake,place-unsqu,0,1
Green,place-rsmnl,place-hymnl,0,1
Green,place-bland,place-waban,1,1
Green,place-chswk,place-bland,1,1
Green,place-armnl,place-bcnfd,0,1
Blue,place-orhte,place-bmmnl,1,1
Blue,place-rbmnl,place-sdmnl,0,1
Green,place-hymnl,place-mfa,0,1
Green,place-armnl,place-lngmd,0,1
Green,place-gover,place-rvrwy,1,1
Green,place-gover,place-mispk,1,1
Green,place-babck,place-harvd,0,1
Green,place-hsmnl,place-sougr,1,1
Green,place-gover,place-fenwd,1,1
Green,place-alsgr,place-amory,1,1
Green,place-mispk,place-hymnl,1,1
Green,place-sougr,place-bcnwa,0,1
Orange,place-rcmnl,place-grnst,0,1
Green,place-hymnl,place-mispk,1,1
Green,place-chill,place-lech,1,1
Green,place-sumav,place-boyls,1,1
Mattapan,place-cedgr,place-matt,0,1
Mattapan,place-asmnl,place-cenav,0,1
Orange,place-tumnl,place-forhl,0,1
Green,place-grigg,place-bckhl,1,1
Green,place-amory,place-rvrwy,1,1
Green,place-balsq,place-lngmd,0,1
Green,place-spmnl,place-chswk,0,1
Green,place-chswk,place-mispk,0,1
Green,place-hsmnl,place-wascm,1,1
Green,place-boyls,place-bland,0,1
Green,place-sthld,place-haecl,1,1
Green,place-wascm,place-amory,1,1
Green,place-prmnl,place-kencl,1,1
Green,place-esomr,place-coecl,0,1
Green,place-gover,place-lngmd,1,1
Green,place-haecl,place-bucen,0,1
Green,place-sthld,place-mfa,0,1
Green,place-alsgr,place-prmnl,1,1
Green,place-brico,place-pktrm,1,1
Green,place-amory,place-haecl,1,1
Green,place-bucen,place-lech,1,1
Green,place-north,place-wascm,0,1
Green,place-haecl,place-chswk,0,1
Green,place-pktrm,place-bland,0,1
Green,place-pktrm,place-buest,0,1
Green,place-spmnl,place-gilmn,1,1
Green,place-haecl,place-coecl,0,1
Green,place-mdftf,place-prmnl,0,1
Green,place-prmnl,place-mispk,0,1
Green,place-balsq,place-gover,0,1
Green,place-gover,place-mfa,0,1
Green,place-coecl,place-harvd,0,1
Green,place-armnl,place-chill,0,1
Green,place-lake,place-nuniv,0,1
Green,place-babck,place-lngmd,1,1
Blue,place-bomnl,place-wimnl,1,1
Green,place-sougr,place-haecl,1,1
Green,place-harvd,place-gover,1,1
Green,place-denrd,place-kntst,1,1
Green,place-mispk,place-mdftf,1,1
Green,place-north,place-bckhl,0,1
Green,place-brmnl,place-spmnl,0,1
Green,place-spmnl,place-fenwd,0,1
Green,place-haecl,place-lngmd,0,1
Green,place-wascm,place-harvd,1,1
Green,place-north,place-bland,0,1
Green,place-armnl,place-amory,0,1
Green,place-sougr,place-mfa,0,1
Red,place-brntn,place-jfk,1,1
Green,place-engav,place-kntst,1,1
Green,place-bvmnl,place-unsqu,1,1
Green,place-pktrm,place-mispk,1,1
Red,place-brntn,place-dwnxg,1,1
Green,place-brico,place-alsgr,0,1
Red,place-shmnl,place-sstat,1,1
Red,place-alfcl,place-qnctr,0,1
Red,place-nqncy,place-brntn,0,1
Green,place-harvd,place-armnl,1,1
Green,place-babck,place-north,1,1
Green,place-wrnst,place-chswk,0,1
Green,place-amory,place-spmnl,1,1
Green,place-mdftf,place-hsmnl,0,1
Green,place-mdftf,place-brmnl,0,1
Green,place-engav,place-armnl,1,1
Green,place-stpul,place-fbkst,0,1
Green,place-chswk,place-kencl,1,1
Green,place-chill,place-kencl,1,1
Green,place-wrnst,place-kencl,1,1
Green,place-amory,place-buest,1,1
Green,place-grigg,place-sthld,0,1
Green,place-engav,place-rsmnl,1,1
Green,place-lake,place-north,1,1
Green,place-grigg,place-babck,1,1
Green,place-balsq,place-hsmnl,0,1
Green,place-waban,place-lech,1,1
Green,place-gilmn,place-clmnl,0,1
Green,place-unsqu,place-chhil,1,1
Green,place-armnl,place-clmnl,0,1
Green,place-rvrwy,place-mdftf,1,1
Green,place-hwsst,place-pktrm,1,1
Green,place-gover,place-denrd,0,1
Green,place-pktrm,place-clmnl,0,1
Green,place-engav,place-gover,1,1
Green,place-engav,place-hymnl,1,1
Green,place-bland,place-amory,0,1
Green,place-spmnl,place-lngmd,0,1
Green,place-bvmnl,place-chhil,0,1
Green,place-clmnl,place-kencl,1,1
Green,place-engav,place-stpul,1,1
Green,place-pktrm,place-mdftf,1,1
Green,place-bland,place-babck,0,1
Green,place-fenwd,place-coecl,1,1
Green,place-north,place-newto,0,1
Green,place-lech,place-bcnfd,0,1
Green,place-wascm,place-babck,1,1
Green,place-rvrwy,place-esomr,1,1
Green,place-lech,place-rvrwy,1,1
Green,place-fenwy,place-river,0,1
Green,place-eliot,place-rsmnl,1,1
Green,place-coecl,place-fenwy,0,1
Green,place-north,place-bcnfd,0,1
Green,place-gover,place-engav,1,1
Green,place-chill,place-bucen,1,1
Green,place-armnl,place-smary,0,1
Green,place-longw,place-engav,1,1
Green,place-engav,place-fenwy,1,1
Green,place-hwsst,place-bvmnl,0,1
Orange,place-welln,place-north,0,1
Orange,place-ogmnl,place-rugg,0,1
Green,place-denrd,place-fbkst,1,1
Green,place-boyls,place-lech,1,1
Green,place-north,place-buest,0,1
Green,place-buest,place-brkhl,0,1
Green,place-brico,place-woodl,1,1
Green,place-eliot,place-hymnl,1,1
Green,place-cool,place-gover,1,1
Green,place-mgngl,place-spmnl,0,1
Green,place-unsqu,place-sougr,1,1
Green,place-alsgr,place-brico,1,1
Green,place-grigg,place-buest,1,1
Green,place-woodl,place-north,1,1
Green,place-boyls,place-bvmnl,0,1
Green,place-bland,place-river,0,1
Green,place-lake,place-coecl,1,1
Green,place-fenwy,place-boyls,1,1
Orange,place-astao,place-ogmnl,1,1
Green,place-chhil,place-hymnl,1,1
Green,place-newto,place-kencl,1,1
Green,place-fbkst,place-longw,0,1
Green,place-smary,place-gover,1,1
Green,place-kntst,place-boyls,1,1
Green,place-fbkst,place-hymnl,1,1
Green,place-haecl,place-eliot,0,1
Green,place-stpul,place-hymnl,1,1
Green,place-alsgr,place-woodl,1,1
Green,place-esomr,place-chswk,0,1
Green,place-buest,place-coecl,1,1
Green,place-mgngl,place-pktrm,0,1
Green,place-sthld,place-engav,1,1
Red,place-harsq,place-chmnl,0,1
Red,place-nqncy,place-alfcl,1,1
Red,place-qnctr,place-davis,1,1
Green,place-chswk,place-alsgr,1,1
Green,place-chhil,place-eliot,0,1
Green,place-boyls,place-rsmnl,0,1
Green,place-river,place-bvmnl,1,1
Green,place-alsgr,place-boyls,1,1
Green,place-lech,place-longw,0,1
Green,place-bcnfd,place-gover,1,1
Green,place-armnl,place-unsqu,1,1
Green,place-mgngl,place-brmnl,0,1
Green,place-denrd,place-cool,1,1
Green,place-woodl,place-unsqu,1,1
Green,place-rvrwy,place-spmnl,1,1
Green,place-kencl,place-clmnl,0,1
Green,place-bland,place-smary,0,1
Green,place-kencl,place-spmnl,1,1
Green,place-bvmnl,place-denrd,1,1
Green,place-north,place-fenwy,0,1
Green,place-boyls,place-brkhl,0,1
Mattapan,place-cedgr,place-cenav,0,1
Green,place-river,place-hymnl,1,1
Green,place-alsgr,place-buest,1,1
Green,place-bvmnl,place-nuniv,0,1
Green,place-eliot,place-prmnl,1,1
Green,place-brkhl,place-north,1,1
Green,place-coecl,place-mdftf,1,1
Green,place-longw,place-spmnl,1,1
Orange,place-ogmnl,place-chncl,0,1
Orange,place-forhl,place-bbsta,1,1
Green,place-boyls,place-nuniv,1,1
Green,place-armnl,place-fbkst,0,1
Green,place-lake,place-armnl,1,1
Green,place-balsq,place-north,0,1
Green,place-hsmnl,place-pktrm,1,1
Green,place-balsq,place-boyls,0,1
Green,place-lech,place-woodl,1,1
Green,place-esomr,place-gover,0,1
Green,place-newtn,place-bvmnl,1,1
Green,place-brmnl,place-mdftf,1,1
Green,place-engav,place-pktrm,1,1
Green,place-lech,place-coecl,0,1
Green,place-pktrm,place-fenwd,0,1
Green,place-bcnwa,place-pktrm,1,1
Green,place-pktrm,place-smary,0,1
Green,place-spmnl,place-mgngl,1,1
Green,place-mfa,place-rvrwy,0,1
Green,place-rsmnl,place-spmnl,1,1
Green,place-waban,place-pktrm,1,1
Green,place-chhil,place-prmnl,0,1
Green,place-eliot,place-bckhl,1,1
Green,place-haecl,place-mgngl,1,1
Green,place-prmnl,place-fenwd,0,1
Green,place-river,place-lngmd,0,1
Green,place-woodl,place-lngmd,1,1
Green,place-bcnwa,place-gover,1,1
Green,place-sougr,place-bland,1,1
Green,place-spmnl,place-rsmnl,0,1
Green,place-haecl,place-chhil,0,1
Green,place-boyls,place-newtn,0,1
Green,place-eliot,place-mispk,0,1
Green,place-waban,place-rvrwy,0,1
Green,place-hwsst,place-denrd,0,1
Green,place-denrd,place-boyls,1,1
Green,place-esomr,place-boyls,0,1
Red,place-brdwy,place-wlsta,0,1
Green,place-engav,place-boyls,1,1
Green,place-bcnwa,place-hwsst,1,1
Green,place-denrd,place-kencl,1,1
Green,place-cool,place-armnl,1,1
Green,place-balsq,place-mispk,0,1
Red,place-brntn,place-davis,1,1
Green,place-kencl,place-cool,0,1
Green,place-bland,place-grigg,1,1
Green,place-grigg,place-hymnl,1,1
Green,place-river,place-lake,0,1
Green,place-fbkst,place-denrd,0,1
Green,place-coecl,place-buest,0,1
Green,place-clmnl,place-spmnl,0,1
Green,place-longw,place-woodl,0,1
Orange,place-ogmnl,place-masta,0,1
Orange,place-rugg,place-mlmnl,1,1
Orange,place-forhl,place-astao,1,1
Red,place-portr,place-brdwy,0,1
Red,place-alfcl,place-shmnl,0,1
Red,place-alfcl,place-asmnl,0,1
Red,place-davis,place-harsq,0,1
Green,place-rsmnl,place-kencl,1,1
Green,place-coecl,place-clmnl,0,1
Orange,place-ccmnl,place-grnst,0,1
Green,place-hsmnl,place-spmnl,0,1
Red,place-wlsta,place-alfcl,1,1
Red,place-brntn,place-portr,1,1
Red,place-harsq,place-knncl,0,1
Green,place-bndhl,place-stpul,1,1
Green,place-kntst,place-hymnl,1,1
Red,place-jfk,place-pktrm,1,1
Green,place-bndhl,place-hwsst,1,1
Blue,place-aqucl,place-orhte,1,1
Blue,place-sdmnl,place-bomnl,0,1
