line,parent_station,service_hour,comparable_observations,mean_excess_wait_seconds
Green,place-longw,16,1001,75.66433566433567
Green,place-longw,17,982,78.57077393075356
Green,place-longw,18,1035,70.15072463768117
Green,place-longw,19,1074,66.63081936685289
Green,place-longw,20,1058,64.79206049149339
Green,place-longw,21,1032,69.26695736434108
Green,place-longw,22,1019,64.6756624141315
Green,place-longw,23,988,71.93825910931174
Green,place-mdftf,0,155,88.43870967741935
Green,place-mdftf,1,34,603.0147058823529
Green,place-mdftf,2,4,1431.375
Green,place-mdftf,3,2,3285.5
Green,place-mdftf,4,29,3.8448275862068964
Green,place-mdftf,5,449,51.46659242761692
Green,place-mdftf,6,702,70.50213675213675
Green,place-mdftf,7,566,58.63515901060071
Green,place-mdftf,8,538,67.38754646840148
Green,place-mdftf,9,564,53.544326241134755
Green,place-mdftf,10,568,48.548415492957744
Green,place-mdftf,11,575,53.68
Green,place-mdftf,12,564,48.27925531914894
Green,place-mdftf,13,547,50.36654478976234
Green,place-mdftf,14,584,51.632705479452056
Green,place-mdftf,15,601,48.097337770382694
Green,place-mdftf,16,573,44.30017452006981
Green,place-mdftf,17,564,45.64716312056738
Green,place-mdftf,18,588,46.90221088435374
Green,place-mdftf,19,569,42.81546572934974
Green,place-mdftf,20,582,56.88487972508591
Green,place-mdftf,21,571,39.02802101576182
Green,place-mdftf,22,557,50.11579892280072
Green,place-mdftf,23,514,101.09727626459144
Green,place-mfa,0,1008,57.41617063492063
Green,place-mfa,1,230,64.23260869565217
Green,place-mfa,2,30,398.3333333333333
Green,place-mfa,3,1,1431.5
Green,place-mfa,5,201,59.79601990049751
Green,place-mfa,6,859,62.62863795110594
Green,place-mfa,7,1027,55.19912366114898
Green,place-mfa,8,1010,56.992079207920796
Green,place-mfa,9,1036,53.527992277992276
Green,place-mfa,10,1033,60.090997095837366
Green,place-mfa,11,1007,59.44836146971202
Green,place-mfa,12,1003,63.885842472582254
Green,place-mfa,13,1017,53.65830875122911
Green,place-mfa,14,982,60.224032586558046
Green,place-mfa,15,1031,54.28564500484966
Green,place-mfa,16,1030,56.92864077669903
Green,place-mfa,17,989,64.9489383215369
Green,place-mfa,18,1045,58.76124401913876
Green,place-mfa,19,1044,54.015325670498086
Green,place-mfa,20,1021,51.43976493633692
Green,place-mfa,21,1017,60.28121927236972
Green,place-mfa,22,1042,55.659309021113245
Green,place-mfa,23,999,58.35935935935936
Green,place-mgngl,0,841,84.24732461355529
Green,place-mgngl,1,444,110.46509009009009
Green,place-mgngl,2,43,318.5
Green,place-mgngl,3,3,1942.5
Green,place-mgngl,4,60,2.3666666666666667
Green,place-mgngl,5,887,56.89966178128523
Green,place-mgngl,6,1331,61.33696468820436
Green,place-mgngl,7,1176,70.75680272108843
Green,place-mgngl,8,1116,67.84811827956989
Green,place-mgngl,9,1141,64.09815950920246
Green,place-mgngl,10,1126,65.67007104795736
Green,place-mgngl,11,1163,61.14617368873603
Green,place-mgngl,12,1093,65.77264409881062
Green,place-mgngl,13,1133,59.37422771403354
Green,place-mgngl,14,1122,61.249554367201426
Green,place-mgngl,15,1115,67.25067264573991
Green,place-mgngl,16,1177,54.2090059473237
Green,place-mgngl,17,1124,61.18149466192171
Green,place-mgngl,18,1160,65.68103448275862
Green,place-mgngl,19,1162,55.6144578313253
Green,place-mgngl,20,1186,51.640809443507585
Green,place-mgngl,21,1111,55.782628262826286
Green,place-mgngl,22,1151,65.77280625543005
Green,place-mgngl,23,1110,64.36576576576577
Green,place-mispk,0,1007,63.00148957298908
Green,place-mispk,1,205,77.65365853658537
Green,place-mispk,2,37,364.8783783783784
Green,place-mispk,3,1,1393.0
Green,place-mispk,4,1,0.0
Green,place-mispk,5,194,73.0979381443299
Green,place-mispk,6,829,72.51749095295537
Green,place-mispk,7,1002,65.89171656686626
Green,place-mispk,8,965,66.18911917098445
Green,place-mispk,9,1001,63.502497502497505
Green,place-mispk,10,953,84.26705141657922
Green,place-mispk,11,972,76.440329218107
Green,place-mispk,12,950,76.93526315789474
Green,place-mispk,13,997,62.55466399197593
Green,place-mispk,14,955,69.83560209424084
Green,place-mispk,15,1007,66.66931479642503
Green,place-mispk,16,977,72.4360286591607
Green,place-mispk,17,958,75.90240083507307
Green,place-mispk,18,1011,66.88427299703264
Green,place-mispk,19,1036,64.48407335907336
Green,place-mispk,20,1019,56.96418056918547
Green,place-mispk,21,1001,69.68981018981019
Green,place-mispk,22,1037,60.05110896817744
Green,place-mispk,23,985,67.3
Green,place-newtn,0,654,71.69036697247707
Green,place-newtn,1,450,106.16111111111111
Green,place-newtn,2,59,238.54237288135593
Green,place-newtn,3,2,1139.5
Green,place-newtn,4,1,0.0
Green,place-newtn,5,466,32.62660944206009
Green,place-newtn,6,808,64.61014851485149
Green,place-newtn,7,931,72.20676691729324
Green,place-newtn,8,965,74.5958549222798
Green,place-newtn,9,988,68.96862348178138
Green,place-newtn,10,1000,71.4375
Green,place-newtn,11,980,76.69234693877551
Green,place-newtn,12,1003,81.27666999002992
Green,place-newtn,13,978,81.09151329243353
Green,place-newtn,14,1011,77.8679525222552
Green,place-newtn,15,1012,77.69021739130434
Green,place-newtn,16,970,76.72474226804124
Green,place-newtn,17,982,88.82993890020367
Green,place-newtn,18,979,80.17977528089888
Green,place-newtn,19,1089,74.80440771349862
Green,place-newtn,20,1042,68.85076775431862
Green,place-newtn,21,1011,71.96636993076162
Green,place-newtn,22,919,86.98803046789989
Green,place-newtn,23,977,75.9078812691914
Green,place-newto,0,665,70.68345864661654
Green,place-newto,1,438,104.56392694063926
Green,place-newto,2,56,252.26785714285714
Green,place-newto,3,1,1252.5
Green,place-newto,4,1,0.0
Green,place-newto,5,448,34.856026785714285
Green,place-newto,6,819,66.53113553113553
Green,place-newto,7,906,73.51048565121413
Green,place-newto,8,988,71.73684210526316
Green,place-newto,9,982,71.40682281059063
Green,place-newto,10,1010,68.42178217821782
Green,place-newto,11,977,78.2267144319345
Green,place-newto,12,1003,80.58923230309072
Green,place-newto,13,994,81.3576458752515
Green,place-newto,14,1003,78.08125623130609
Green,place-newto,15,1022,76.43982387475538
Green,place-newto,16,980,75.78367346938775
Green,place-newto,17,980,80.42295918367347
Green,place-newto,18,992,80.4586693548387
Green,place-newto,19,1069,74.86342376052386
Green,place-newto,20,1052,68.88498098859316
Green,place-newto,21,1018,70.77652259332024
Green,place-newto,22,929,83.07804090419806
Green,place-newto,23,976,77.62909836065573
Green,place-north,0,1748,62.67477116704806
Green,place-north,1,573,80.75567190226876
Green,place-north,2,59,237.8728813559322
Green,place-north,5,786,71.21437659033079
Green,place-north,6,1768,60.88518099547511
Green,place-north,7,1908,55.69470649895178
Green,place-north,8,1936,61.125
Green,place-north,9,1989,62.88964303670186
Green,place-north,10,1944,71.36265432098766
Green,place-north,11,2012,54.06486083499006
Green,place-north,12,1957,61.17756770567195
Green,place-north,13,1911,64.20355834641549
Green,place-north,14,1952,74.67725409836065
Green,place-north,15,1972,69.20334685598377
Green,place-north,16,1948,60.59111909650924
Green,place-north,17,1916,64.2186847599165
Green,place-north,18,2002,61.49025974025974
Green,place-north,19,1966,58.4969481180061
Green,place-north,20,2041,60.8468887800098
Green,place-north,21,1958,90.64785495403473
Green,place-north,22,1939,56.22124806601341
Green,place-north,23,1865,59.626541554959786
Green,place-nuniv,0,984,57.513719512195124
Green,place-nuniv,1,240,57.74166666666667
Green,place-nuniv,2,29,418.63793103448273
Green,place-nuniv,3,1,1434.0
Green,place-nuniv,5,200,62.955
Green,place-nuniv,6,871,64.51549942594718
Green,place-nuniv,7,1009,55.36967294350843
Green,place-nuniv,8,1033,57.631171345595355
Green,place-nuniv,9,1016,54.636811023622045
Green,place-nuniv,10,1035,59.88985507246377
Green,place-nuniv,11,1016,60.688976377952756
Green,place-nuniv,12,986,65.65415821501014
Green,place-nuniv,13,1014,57.858481262327416
Green,place-nuniv,14,987,60.121580547112465
Green,place-nuniv,15,1015,55.5615763546798
Green,place-nuniv,16,1031,56.815227934044614
Green,place-nuniv,17,996,67.21686746987952
Green,place-nuniv,18,1057,57.899716177861876
Green,place-nuniv,19,1045,55.3488038277512
Green,place-nuniv,20,1025,51.34634146341463
Green,place-nuniv,21,1016,62.306102362204726
Green,place-nuniv,22,1042,54.41890595009597
Green,place-nuniv,23,1007,60.075471698113205
Green,place-pktrm,0,3310,33.73942598187311
Green,place-pktrm,1,830,51.58012048192771
Green,place-pktrm,2,71,278.556338028169
Green,place-pktrm,3,2,2293.75
Green,place-pktrm,4,1,1369.0
Green,place-pktrm,5,1487,45.01681237390719
Green,place-pktrm,6,3390,34.26976401179941
Green,place-pktrm,7,3617,29.84019905999447
Green,place-pktrm,8,3694,34.30008121277748
Green,place-pktrm,9,3748,34.761339381003204
Green,place-pktrm,10,3734,34.2019282271023
Green,place-pktrm,11,3759,29.781590848629953
Green,place-pktrm,12,3708,33.0106526429342
Green,place-pktrm,13,3650,39.76424657534247
Green,place-pktrm,14,3710,37.801752021563345
Green,place-pktrm,15,3727,31.596458277434934
Green,place-pktrm,16,3737,31.087369547765586
Green,place-pktrm,17,3646,33.23491497531541
Green,place-pktrm,18,3890,30.431105398457582
Green,place-pktrm,19,3740,32.20254010695187
Green,place-pktrm,20,3801,31.437779531702184
Green,place-pktrm,21,3751,31.68968275126633
Green,place-pktrm,22,3623,32.633314932376486
Green,place-pktrm,23,3568,33.70627802690583
Green,place-prmnl,0,971,60.63954685890834
Green,place-prmnl,1,241,57.149377593360995
Green,place-prmnl,2,24,447.1666666666667
Green,place-prmnl,5,201,58.340796019900495
Green,place-prmnl,6,871,62.76865671641791
Green,place-prmnl,7,1001,59.07192807192807
Green,place-prmnl,8,1023,59.2663734115347
Green,place-prmnl,9,1025,57.4809756097561
Green,place-prmnl,10,1025,60.41512195121951
Green,place-prmnl,11,1008,63.69394841269841
Green,place-prmnl,12,995,68.8246231155779
Green,place-prmnl,13,981,63.850152905198776
Green,place-prmnl,14,983,62.760427263479144
Green,place-prmnl,15,1010,60.404455445544556
Green,place-prmnl,16,1021,60.27130264446621
Green,place-prmnl,17,999,70.008008008008
Green,place-prmnl,18,1046,60.486137667304014
Green,place-prmnl,19,1037,57.48794599807136
Green,place-prmnl,20,1035,55.071014492753626
Green,place-prmnl,21,1021,64.8330068560235
Green,place-prmnl,22,1025,58.33121951219512
Green,place-prmnl,23,1023,59.00342130987292
Green,place-river,0,127,58.153543307086615
Green,place-river,1,10,341.35
Green,place-river,3,1,2728.0
Green,place-river,4,72,12.569444444444445
Green,place-river,5,569,37.4701230228471
Green,place-river,6,570,49.72631578947368
Green,place-river,7,524,61.19370229007634
Green,place-river,8,530,62.632075471698116
Green,place-river,9,525,54.23619047619048
Green,place-river,10,522,61.05651340996169
Green,place-river,11,503,71.59642147117296
Green,place-river,12,473,72.71564482029598
Green,place-river,13,521,55.535508637236084
Green,place-river,14,529,58.5359168241966
Green,place-river,15,532,53.43890977443609
Green,place-river,16,493,57.99797160243408
Green,place-river,17,530,59.364150943396226
Green,place-river,18,525,62.12571428571429
Green,place-river,19,533,59.030956848030016
Green,place-river,20,533,59.46153846153846
Green,place-river,21,489,61.89877300613497
Green,place-river,22,438,99.19748858447488
Green,place-river,23,447,62.884787472035796
Green,place-rsmnl,0,710,84.42605633802818
Green,place-rsmnl,1,405,106.9074074074074
Green,place-rsmnl,2,47,257.1170212765957
Green,place-rsmnl,3,1,1269.5
Green,place-rsmnl,5,394,41.12690355329949
Green,place-rsmnl,6,837,67.74372759856631
Green,place-rsmnl,7,890,72.72640449438202
Green,place-rsmnl,8,1027,70.14216163583252
Green,place-rsmnl,9,993,65.62134944612286
Green,place-rsmnl,10,986,69.86764705882354
Green,place-rsmnl,11,996,75.59086345381526
Green,place-rsmnl,12,976,76.79559426229508
Green,place-rsmnl,13,1007,78.25074478649454
Green,place-rsmnl,14,993,77.11832829808661
Green,place-rsmnl,15,990,72.01515151515152
Green,place-rsmnl,16,1013,77.32773938795657
Green,place-rsmnl,17,979,78.72522982635343
Green,place-rsmnl,18,990,77.44040404040405
Green,place-rsmnl,19,1054,69.43785578747628
Green,place-rsmnl,20,1037,69.80665380906461
Green,place-rsmnl,21,1029,65.72740524781341
Green,place-rsmnl,22,945,77.4015873015873
Green,place-rsmnl,23,959,76.98748696558916
Green,place-rvrwy,0,1017,65.6204523107178
Green,place-rvrwy,1,204,78.03921568627452
Green,place-rvrwy,2,37,390.4594594594595
Green,place-rvrwy,5,195,69.85128205128206
Green,place-rvrwy,6,821,71.02801461632156
Green,place-rvrwy,7,985,64.8243654822335
Green,place-rvrwy,8,993,65.54984894259819
Green,place-rvrwy,9,1003,64.40827517447657
Green,place-rvrwy,10,943,83.40243902439025
Green,place-rvrwy,11,977,75.44421699078812
Green,place-rvrwy,12,944,75.26165254237289
Green,place-rvrwy,13,1004,63.77739043824701
Green,place-rvrwy,14,953,68.51259181532004
Green,place-rvrwy,15,1006,66.9145129224652
Green,place-rvrwy,16,979,72.08426966292134
Green,place-rvrwy,17,964,74.62811203319502
Green,place-rvrwy,18,1012,67.76828063241106
Green,place-rvrwy,19,1033,63.52420135527589
Green,place-rvrwy,20,1029,57.05053449951409
Green,place-rvrwy,21,999,70.54854854854855
Green,place-rvrwy,22,1035,58.99082125603865
Green,place-rvrwy,23,991,66.53077699293642
Green,place-smary,0,767,63.97783572359844
Green,place-smary,1,186,142.9516129032258
Green,place-smary,2,26,334.38461538461536
Green,place-smary,3,1,77.5
Green,place-smary,5,382,42.276178010471206
Green,place-smary,6,929,57.135629709364906
Green,place-smary,7,1032,56.276162790697676
Green,place-smary,8,1056,56.70643939393939
Green,place-smary,9,1064,54.0859962406015
Green,place-smary,10,1084,54.80488929889299
Green,place-smary,11,1018,63.44155206286837
Green,place-smary,12,1054,62.29174573055028
Green,place-smary,13,1039,61.182386910490855
Green,place-smary,14,1060,55.44622641509434
Green,place-smary,15,1069,51.981290926099156
Green,place-smary,16,1053,50.15147198480532
Green,place-smary,17,1018,56.777996070726914
Green,place-smary,18,1030,53.376699029126215
Green,place-smary,19,1041,58.35254562920269
Green,place-smary,20,1049,53.94280266920877
Green,place-smary,21,1025,46.90536585365854
Green,place-smary,22,956,52.46966527196653
Green,place-smary,23,914,59.56892778993436
Green,place-sougr,0,734,76.48365122615805
Green,place-sougr,1,349,127.4025787965616
Green,place-sougr,2,51,398.3529411764706
Green,place-sougr,3,5,1561.9
Green,place-sougr,4,1,0.0
Green,place-sougr,5,496,36.96471774193548
Green,place-sougr,6,854,50.74590163934426
Green,place-sougr,7,1081,64.97178538390379
Green,place-sougr,8,1114,64.92280071813285
Green,place-sougr,9,1093,63.73284537968893
Green,place-sougr,10,1095,62.20639269406393
Green,place-sougr,11,1119,67.71268990169794
Green,place-sougr,12,1045,75.02248803827752
Green,place-sougr,13,1077,73.25905292479109
Green,place-sougr,14,1075,68.43302325581395
Green,place-sougr,15,1058,70.11342155009451
Green,place-sougr,16,1070,62.63785046728972
Green,place-sougr,17,1056,66.78456439393939
Green,place-sougr,18,1068,66.78885767790263
Green,place-sougr,19,1067,68.71087160262418
Green,place-sougr,20,1057,63.17123935666982
Green,place-sougr,21,1036,64.0415057915058
Green,place-sougr,22,982,71.05244399185337
Green,place-sougr,23,957,67.51724137931035
Green,place-spmnl,0,1821,55.13509060955519
Green,place-spmnl,1,644,71.5582298136646
Green,place-spmnl,2,81,228.2469135802469
Green,place-spmnl,5,804,80.59825870646766
Green,place-spmnl,6,1880,62.42712765957447
Green,place-spmnl,7,1959,55.18836140888208
Green,place-spmnl,8,2027,59.22175629008387
Green,place-spmnl,9,2103,59.78388017118402
Green,place-spmnl,10,2016,65.65798611111111
Green,place-spmnl,11,2115,50.19243498817967
Green,place-spmnl,12,2066,61.0972894482091
Green,place-spmnl,13,2063,60.603732428502184
Green,place-spmnl,14,2074,66.51205400192865
Green,place-spmnl,15,2081,55.184046131667465
Green,place-spmnl,16,2127,56.2919605077574
Green,place-spmnl,17,2050,53.544634146341465
Green,place-spmnl,18,2124,54.71257062146893
Green,place-spmnl,19,2086,56.670661553211886
Green,place-spmnl,20,2181,55.128152223750575
Green,place-spmnl,21,2050,60.71463414634146
Green,place-spmnl,22,2079,51.87999037999038
Green,place-spmnl,23,1982,57.63395560040363
Green,place-sthld,0,728,75.06043956043956
Green,place-sthld,1,331,142.7703927492447
Green,place-sthld,2,40,351.7375
Green,place-sthld,3,1,4471.5
Green,place-sthld,5,445,42.668539325842694
Green,place-sthld,6,841,61.23127229488704
Green,place-sthld,7,1065,65.95352112676056
Green,place-sthld,8,1106,63.07007233273056
Green,place-sthld,9,1119,60.93029490616622
Green,place-sthld,10,1096,65.16012773722628
Green,place-sthld,11,1116,68.65188172043011
Green,place-sthld,12,1039,75.37199230028874
Green,place-sthld,13,1072,74.27985074626865
Green,place-sthld,14,1057,70.79280983916746
Green,place-sthld,15,1065,70.95680751173708
Green,place-sthld,16,1057,68.75260170293284
Green,place-sthld,17,1059,72.51227573182247
Green,place-sthld,18,1042,67.87044145873321
Green,place-sthld,19,1092,67.09569597069597
Green,place-sthld,20,1065,62.647887323943664
Green,place-sthld,21,1022,63.77348336594912
Green,place-sthld,22,967,71.91985522233712
Green,place-sthld,23,1005,69.28905472636816
Green,place-stpul,0,747,57.900267737617135
Green,place-stpul,1,195,153.5794871794872
Green,place-stpul,2,29,323.5689655172414
Green,place-stpul,3,1,72.0
Green,place-stpul,5,412,37.32645631067961
Green,place-stpul,6,918,55.79956427015251
Green,place-stpul,7,1026,57.03362573099415
Green,place-stpul,8,1052,55.40636882129277
Green,place-stpul,9,1082,53.5402033271719
Green,place-stpul,10,1068,56.88249063670412
Green,place-stpul,11,1036,62.435810810810814
Green,place-stpul,12,1049,63.29790276453765
Green,place-stpul,13,1038,58.90028901734104
Green,place-stpul,14,1054,54.95635673624288
Green,place-stpul,15,1056,52.796875
Green,place-stpul,16,1059,53.034938621340885
Green,place-stpul,17,1012,55.430335968379445
Green,place-stpul,18,1034,53.49758220502901
Green,place-stpul,19,1041,57.98030739673391
Green,place-stpul,20,1034,54.22195357833656
Green,place-stpul,21,1022,50.11252446183953
Green,place-stpul,22,960,51.9859375
Green,place-stpul,23,914,63.67833698030635
Green,place-sumav,0,616,60.2150974025974
Green,place-sumav,1,183,128.9863387978142
Green,place-sumav,2,23,284.30434782608694
Green,place-sumav,5,411,33.942822384428226
Green,place-sumav,6,805,54.63913043478261
Green,place-sumav,7,898,63.85746102449889
Green,place-sumav,8,930,53.70161290322581
Green,place-sumav,9,940,56.86595744680851
Green,place-sumav,10,945,56.54074074074074
Green,place-sumav,11,925,64.04324324324324
Green,place-sumav,12,911,63.70801317233809
Green,place-sumav,13,909,64.36963696369637
Green,place-sumav,14,922,62.7087852494577
Green,place-sumav,15,948,55.37236286919831
Green,place-sumav,16,929,57.07534983853606
Green,place-sumav,17,889,57.72384701912261
Green,place-sumav,18,902,53.33813747228381
Green,place-sumav,19,912,58.510416666666664
Green,place-sumav,20,919,52.57997823721436
Green,place-sumav,21,906,54.12637969094923
Green,place-sumav,22,843,50.26571767497035
Green,place-sumav,23,786,66.98600508905852
Green,place-tapst,0,556,59.94064748201439
Green,place-tapst,1,167,141.09281437125748
Green,place-tapst,2,23,420.67391304347825
Green,place-tapst,5,436,31.5
Green,place-tapst,6,729,53.2002743484225
Green,place-tapst,7,824,62.51759708737864
Green,place-tapst,8,879,55.14960182025028
Green,place-tapst,9,876,52.87557077625571
Green,place-tapst,10,843,62.17437722419929
Green,place-tapst,11,850,62.305882352941175
Green,place-tapst,12,851,59.57696827262045
Green,place-tapst,13,832,65.51442307692308
Green,place-tapst,14,837,68.06451612903226
Green,place-tapst,15,855,55.42631578947368
Green,place-tapst,16,846,57.64066193853428
Green,place-tapst,17,815,58.01042944785276
Green,place-tapst,18,825,54.06969696969697
Green,place-tapst,19,857,52.09626604434072
Green,place-tapst,20,833,53.283313325330134
Green,place-tapst,21,813,53.687576875768755
Green,place-tapst,22,796,49.73429648241206
Green,place-tapst,23,702,64.57549857549857
Green,place-unsqu,0,428,71.88084112149532
Green,place-unsqu,1,80,112.78125
Green,place-unsqu,2,7,844.8571428571429
Green,place-unsqu,3,1,4147.5
Green,place-unsqu,5,197,104.05837563451777
Green,place-unsqu,6,435,63.697701149425285
Green,place-unsqu,7,455,64.7
Green,place-unsqu,8,461,71.77765726681127
Green,place-unsqu,9,486,71.36316872427983
Green,place-unsqu,10,442,110.36764705882354
Green,place-unsqu,11,499,88.87975951903807
Green,place-unsqu,12,460,89.69130434782609
Green,place-unsqu,13,473,80.36997885835095
Green,place-unsqu,14,482,72.57261410788382
Green,place-unsqu,15,485,65.1742268041237
Green,place-unsqu,16,465,107.34516129032258
Green,place-unsqu,17,480,106.03541666666666
Green,place-unsqu,18,487,78.54414784394251
Green,place-unsqu,19,441,108.12925170068027
Green,place-unsqu,20,519,104.29576107899807
Green,place-unsqu,21,472,73.84004237288136
Green,place-unsqu,22,460,75.84565217391304
Green,place-unsqu,23,390,149.08846153846153
Green,place-waban,0,642,74.9392523364486
Green,place-waban,1,473,107.83720930232558
Green,place-waban,2,63,230.67460317460316
Green,place-waban,3,3,1667.5
Green,place-waban,4,49,4.428571428571429
Green,place-waban,5,444,33.81306306306306
Green,place-waban,6,797,64.56649937264743
Green,place-waban,7,903,74.00664451827242
Green,place-waban,8,966,75.97256728778468
Green,place-waban,9,978,66.91564417177914
Green,place-waban,10,1011,72.4248269040554
Green,place-waban,11,973,82.63771839671121
Green,place-waban,12,986,81.01014198782961
Green,place-waban,13,978,82.86554192229039
Green,place-waban,14,1006,76.27534791252485
Green,place-waban,15,1002,72.96556886227545
Green,place-waban,16,970,81.62628865979381
Green,place-waban,17,986,76.95537525354969
Green,place-waban,18,967,98.31230610134436
Green,place-waban,19,1046,77.31118546845124
Green,place-waban,20,1040,71.39903846153847
Green,place-waban,21,996,73.37650602409639
Green,place-waban,22,939,91.66240681576144
Green,place-waban,23,950,75.48105263157895
Green,place-wascm,0,743,74.6043068640646
Green,place-wascm,1,314,143.8248407643312
Green,place-wascm,2,38,370.5131578947368
Green,place-wascm,3,1,4483.5
Green,place-wascm,5,440,42.33522727272727
Green,place-wascm,6,859,60.66647264260769
Green,place-wascm,7,1050,65.82095238095238
Green,place-wascm,8,1113,64.31401617250674
Green,place-wascm,9,1110,61.29864864864865
Green,place-wascm,10,1125,64.27066666666667
Green,place-wascm,11,1104,68.62998188405797
Green,place-wascm,12,1048,73.95849236641222
Green,place-wascm,13,1072,74.94589552238806
Green,place-wascm,14,1052,72.19866920152091
Green,place-wascm,15,1073,71.99580615097857
Green,place-wascm,16,1057,67.75449385052035
Green,place-wascm,17,1060,72.2938679245283
Green,place-wascm,18,1051,67.96574690770694
Green,place-wascm,19,1084,67.5530442804428
Green,place-wascm,20,1056,66.06486742424242
Green,place-wascm,21,1033,62.1432720232333
Green,place-wascm,22,960,71.45833333333333
Green,place-wascm,23,1013,68.97828232971372
Green,place-woodl,0,605,72.89834710743801
Green,place-woodl,1,482,110.57883817427386
Green,place-woodl,2,68,235.21323529411765
Green,place-woodl,3,3,1635.1666666666667
Green,place-woodl,4,62,6.016129032258065
Green,place-woodl,5,468,34.495726495726494
Green,place-woodl,6,748,66.58088235294117
Green,place-woodl,7,931,74.45649838882922
Green,place-woodl,8,942,78.86252653927814
Green,place-woodl,9,972,67.96296296296296
Green,place-woodl,10,998,75.94188376753507
Green,place-woodl,11,974,81.45328542094455
Green,place-woodl,12,971,84.39340885684861
Green,place-woodl,13,995,83.40502512562814
Green,place-woodl,14,994,75.68108651911469
Green,place-woodl,15,1005,73.81194029850747
Green,place-woodl,16,976,82.23719262295081
Green,place-woodl,17,983,76.4649033570702
Green,place-woodl,18,960,98.63541666666667
Green,place-woodl,19,1049,77.27025738798856
Green,place-woodl,20,1042,67.59740882917467
Green,place-woodl,21,967,79.91778697001034
Green,place-woodl,22,943,93.94803817603393
Green,place-woodl,23,974,73.92453798767967
Green,place-wrnst,0,748,73.03008021390374
Green,place-wrnst,1,302,148.39072847682118
Green,place-wrnst,2,35,354.7857142857143
Green,place-wrnst,3,1,4532.0
Green,place-wrnst,5,422,44.42890995260664
Green,place-wrnst,6,865,60.720809248554914
Green,place-wrnst,7,1066,66.28893058161351
Green,place-wrnst,8,1116,62.848118279569896
Green,place-wrnst,9,1101,60.770663033605814
Green,place-wrnst,10,1111,67.97029702970298
Green,place-wrnst,11,1108,66.89936823104694
Green,place-wrnst,12,1036,74.06901544401545
Green,place-wrnst,13,1064,73.23919172932331
Green,place-wrnst,14,1073,71.77166821994408
Green,place-wrnst,15,1067,71.20103092783505
Green,place-wrnst,16,1063,66.48400752587018
Green,place-wrnst,17,1058,68.953213610586
Green,place-wrnst,18,1062,67.3738229755179
Green,place-wrnst,19,1070,67.17663551401868
Green,place-wrnst,20,1059,63.667610953729934
Green,place-wrnst,21,1034,62.37379110251451
Green,place-wrnst,22,970,69.57164948453608
Green,place-wrnst,23,1004,68.03535856573706
Mattapan,place-asmnl,0,392,55.734693877551024
Mattapan,place-asmnl,1,154,76.47727272727273
Mattapan,place-asmnl,2,31,132.53225806451613
Mattapan,place-asmnl,5,222,47.86036036036036
Mattapan,place-asmnl,6,430,37.853488372093025
Mattapan,place-asmnl,7,632,33.125791139240505
Mattapan,place-asmnl,8,666,30.807057057057058
Mattapan,place-asmnl,9,600,63.251666666666665
Mattapan,place-asmnl,10,497,65.05331991951711
Mattapan,place-asmnl,11,539,40.05287569573284
Mattapan,place-asmnl,12,553,50.848101265822784
Mattapan,place-asmnl,13,481,38.58316008316008
Mattapan,place-asmnl,14,543,44.10957642725599
Mattapan,place-asmnl,15,663,86.98868778280543
Mattapan,place-asmnl,16,671,37.61847988077496
Mattapan,place-asmnl,17,659,111.76631259484067
Mattapan,place-asmnl,18,607,62.50988467874794
Mattapan,place-asmnl,19,462,324.6028138528139
Mattapan,place-asmnl,20,440,70.94886363636364
Mattapan,place-asmnl,21,435,139.56666666666666
Mattapan,place-asmnl,22,407,247.9029484029484
Mattapan,place-asmnl,23,437,104.8741418764302
Mattapan,place-butlr,0,783,38.205619412515965
Mattapan,place-butlr,1,323,55.741486068111456
Mattapan,place-butlr,2,67,141.7537313432836
Mattapan,place-butlr,5,498,35.31726907630522
Mattapan,place-butlr,6,823,37.784933171324425
Mattapan,place-butlr,7,1171,34.824935952177626
Mattapan,place-butlr,8,1291,31.693261037955075
Mattapan,place-butlr,9,1078,43.88543599257885
Mattapan,place-butlr,10,1058,43.64933837429111
Mattapan,place-butlr,11,981,40.05555555555556
Mattapan,place-butlr,12,1066,44.28611632270169
Mattapan,place-butlr,13,1084,35.53136531365314
Mattapan,place-butlr,14,980,43.107142857142854
Mattapan,place-butlr,15,1307,34.96977811782708
Mattapan,place-butlr,16,1325,35.22490566037736
Mattapan,place-butlr,17,1290,39.08527131782946
Mattapan,place-butlr,18,1234,41.11871961102107
Mattapan,place-butlr,19,901,43.62708102108768
Mattapan,place-butlr,20,790,48.04240506329114
Mattapan,place-butlr,21,788,48.859771573604064
Mattapan,place-butlr,22,791,53.03034134007585
Mattapan,place-butlr,23,797,48.24153074027603
Mattapan,place-capst,0,801,37.4394506866417
Mattapan,place-capst,1,299,54.92809364548495
Mattapan,place-capst,2,92,115.95652173913044
Mattapan,place-capst,5,486,32.638888888888886
Mattapan,place-capst,6,798,35.826441102756895
Mattapan,place-capst,7,1216,35.16365131578947
Mattapan,place-capst,8,1310,29.79732824427481
Mattapan,place-capst,9,1050,46.86238095238095
Mattapan,place-capst,10,1034,43.99661508704062
Mattapan,place-capst,11,1063,39.12135465663217
Mattapan,place-capst,12,1064,46.07706766917293
Mattapan,place-capst,13,1003,38.42572283150548
Mattapan,place-capst,14,1034,44.17069632495164
Mattapan,place-capst,15,1296,36.82561728395062
