line,parent_station,service_hour,comparable_observations,mean_excess_wait_seconds
Green,place-buest,11,966,67.47929606625259
Green,place-buest,12,949,74.94783983140148
Green,place-buest,13,921,70.85179153094462
Green,place-buest,14,925,77.02756756756757
Green,place-buest,15,943,67.25185577942736
Green,place-buest,16,934,67.53693790149893
Green,place-buest,17,902,75.14855875831486
Green,place-buest,18,950,71.01157894736842
Green,place-buest,19,931,68.3609022556391
Green,place-buest,20,922,60.9322125813449
Green,place-buest,21,886,69.17607223476298
Green,place-buest,22,852,72.58978873239437
Green,place-buest,23,887,58.714205186020294
Green,place-bvmnl,0,761,86.67542706964521
Green,place-bvmnl,1,371,100.6455525606469
Green,place-bvmnl,2,33,306.40909090909093
Green,place-bvmnl,3,2,1760.75
Green,place-bvmnl,4,4,0.0
Green,place-bvmnl,5,381,54.63517060367454
Green,place-bvmnl,6,886,62.942437923250566
Green,place-bvmnl,7,956,70.9623430962343
Green,place-bvmnl,8,1017,68.64847590953785
Green,place-bvmnl,9,986,66.2342799188641
Green,place-bvmnl,10,1004,71.37400398406375
Green,place-bvmnl,11,1011,73.19436201780415
Green,place-bvmnl,12,994,78.41498993963782
Green,place-bvmnl,13,1025,76.56390243902439
Green,place-bvmnl,14,992,72.79032258064517
Green,place-bvmnl,15,1026,70.18567251461988
Green,place-bvmnl,16,1003,74.64556331006979
Green,place-bvmnl,17,983,78.33316378433368
Green,place-bvmnl,18,1032,69.2126937984496
Green,place-bvmnl,19,1075,66.95348837209302
Green,place-bvmnl,20,1062,64.43785310734464
Green,place-bvmnl,21,1038,68.17244701348747
Green,place-bvmnl,22,1007,66.493545183714
Green,place-bvmnl,23,977,70.5711361310133
Green,place-chhil,0,697,69.65136298421808
Green,place-chhil,1,417,105.29616306954436
Green,place-chhil,2,53,251.19811320754718
Green,place-chhil,3,1,1259.0
Green,place-chhil,5,414,36.259661835748794
Green,place-chhil,6,848,65.80660377358491
Green,place-chhil,7,902,73.63636363636364
Green,place-chhil,8,1011,73.20474777448071
Green,place-chhil,9,990,67.64393939393939
Green,place-chhil,10,1017,69.47295968534907
Green,place-chhil,11,967,76.5377456049638
Green,place-chhil,12,1002,79.812874251497
Green,place-chhil,13,988,82.05819838056681
Green,place-chhil,14,1009,76.76362735381566
Green,place-chhil,15,1012,78.07756916996047
Green,place-chhil,16,992,76.88860887096774
Green,place-chhil,17,972,80.559670781893
Green,place-chhil,18,1003,79.38983050847457
Green,place-chhil,19,1077,73.58588672237697
Green,place-chhil,20,1030,70.33689320388349
Green,place-chhil,21,1023,67.66373411534701
Green,place-chhil,22,951,80.50210304942166
Green,place-chhil,23,963,80.42315680166148
Green,place-chill,0,731,75.0218878248974
Green,place-chill,1,336,130.9970238095238
Green,place-chill,2,45,332.4111111111111
Green,place-chill,3,2,3436.75
Green,place-chill,5,457,39.67505470459518
Green,place-chill,6,829,59.15199034981906
Green,place-chill,7,1079,68.15848007414273
Green,place-chill,8,1081,66.02821461609621
Green,place-chill,9,1115,62.488789237668165
Green,place-chill,10,1077,65.11234911792015
Green,place-chill,11,1120,68.353125
Green,place-chill,12,1041,75.55907780979827
Green,place-chill,13,1070,74.54299065420561
Green,place-chill,14,1067,69.41611996251171
Green,place-chill,15,1049,71.59818875119161
Green,place-chill,16,1070,67.07616822429907
Green,place-chill,17,1044,70.84530651340997
Green,place-chill,18,1050,69.84285714285714
Green,place-chill,19,1070,69.39532710280373
Green,place-chill,20,1063,62.866415804327374
Green,place-chill,21,1020,64.32450980392157
Green,place-chill,22,980,71.23571428571428
Green,place-chill,23,976,70.48668032786885
Green,place-chswk,0,726,74.2534435261708
Green,place-chswk,1,333,133.28528528528528
Green,place-chswk,2,44,339.125
Green,place-chswk,3,2,3439.25
Green,place-chswk,5,452,41.03650442477876
Green,place-chswk,6,833,60.32232893157263
Green,place-chswk,7,1086,66.57136279926335
Green,place-chswk,8,1084,65.24723247232473
Green,place-chswk,9,1118,60.67978533094812
Green,place-chswk,10,1079,66.70435588507878
Green,place-chswk,11,1114,68.74461400359067
Green,place-chswk,12,1041,75.60086455331412
Green,place-chswk,13,1073,73.69571295433364
Green,place-chswk,14,1060,70.18066037735849
Green,place-chswk,15,1058,70.46833648393195
Green,place-chswk,16,1055,67.2478672985782
Green,place-chswk,17,1059,70.12889518413597
Green,place-chswk,18,1055,68.25308056872038
Green,place-chswk,19,1071,68.24463118580766
Green,place-chswk,20,1066,61.908067542213885
Green,place-chswk,21,1014,64.15039447731755
Green,place-chswk,22,979,72.23391215526047
Green,place-chswk,23,990,70.2611111111111
Green,place-clmnl,0,72,891.9166666666666
Green,place-clmnl,1,19,1908.842105263158
Green,place-clmnl,2,7,2922.8571428571427
Green,place-clmnl,3,4,3600.5
Green,place-clmnl,4,8,16.6875
Green,place-clmnl,5,550,42.04
Green,place-clmnl,6,248,253.48185483870967
Green,place-clmnl,7,259,447.1138996138996
Green,place-clmnl,8,206,531.4466019417475
Green,place-clmnl,9,221,700.8552036199095
Green,place-clmnl,10,230,547.2217391304348
Green,place-clmnl,11,251,616.2191235059761
Green,place-clmnl,12,202,642.3490099009902
Green,place-clmnl,13,220,590.25
Green,place-clmnl,14,226,685.1924778761062
Green,place-clmnl,15,199,592.5402010050251
Green,place-clmnl,16,223,639.3856502242153
Green,place-clmnl,17,202,668.2574257425742
Green,place-clmnl,18,190,823.2
Green,place-clmnl,19,215,709.4232558139535
Green,place-clmnl,20,216,601.8703703703703
Green,place-clmnl,21,204,613.9117647058823
Green,place-clmnl,22,239,665.6422594142259
Green,place-clmnl,23,193,647.8497409326425
Green,place-coecl,0,3283,32.50929028327749
Green,place-coecl,1,843,59.73606168446026
Green,place-coecl,2,86,279.6220930232558
Green,place-coecl,3,1,629.0
Green,place-coecl,5,1489,41.995298858294156
Green,place-coecl,6,3549,33.59256128486898
Green,place-coecl,7,3732,30.480037513397644
Green,place-coecl,8,3911,33.029915622602914
Green,place-coecl,9,3930,33.71157760814249
Green,place-coecl,10,3927,34.08148714031067
Green,place-coecl,11,3829,29.0490989814573
Green,place-coecl,12,3840,29.970833333333335
Green,place-coecl,13,3770,37.03633952254642
Green,place-coecl,14,3827,36.721191533838514
Green,place-coecl,15,3834,31.3952790818988
Green,place-coecl,16,3873,30.233023495997934
Green,place-coecl,17,3731,31.393996247654783
Green,place-coecl,18,3913,29.897137745974955
Green,place-coecl,19,3862,30.132314862765405
Green,place-coecl,20,3871,30.38956342030483
Green,place-coecl,21,3786,29.26267828843106
Green,place-coecl,22,3687,29.8173311635476
Green,place-coecl,23,3692,34.29712892741062
Green,place-cool,0,730,56.538356164383565
Green,place-cool,1,199,154.643216080402
Green,place-cool,2,29,327.86206896551727
Green,place-cool,3,1,70.0
Green,place-cool,5,420,34.15238095238095
Green,place-cool,6,933,54.57770632368703
Green,place-cool,7,1007,58.85898709036743
Green,place-cool,8,1058,54.41257088846881
Green,place-cool,9,1077,53.99396471680594
Green,place-cool,10,1076,56.857342007434944
Green,place-cool,11,1025,61.921951219512195
Green,place-cool,12,1050,62.329523809523806
Green,place-cool,13,1022,61.54256360078278
Green,place-cool,14,1052,59.8921102661597
Green,place-cool,15,1063,51.370178739416744
Green,place-cool,16,1066,53.57176360225141
Green,place-cool,17,1003,56.901296111665005
Green,place-cool,18,1031,52.93016488845781
Green,place-cool,19,1042,57.77447216890595
Green,place-cool,20,1053,53.660493827160494
Green,place-cool,21,1032,49.849321705426355
Green,place-cool,22,955,52.181151832460735
Green,place-cool,23,914,63.06564551422319
Green,place-denrd,0,683,63.56076134699853
Green,place-denrd,1,242,128.28719008264463
Green,place-denrd,2,34,322.6029411764706
Green,place-denrd,5,407,30.796068796068795
Green,place-denrd,6,841,54.57015457788347
Green,place-denrd,7,957,64.32445141065831
Green,place-denrd,8,994,57.06740442655936
Green,place-denrd,9,1025,54.573170731707314
Green,place-denrd,10,988,65.82844129554655
Green,place-denrd,11,997,62.81444332998997
Green,place-denrd,12,1004,64.47509960159363
Green,place-denrd,13,964,63.446058091286304
Green,place-denrd,14,980,71.51683673469388
Green,place-denrd,15,1007,57.25719960278054
Green,place-denrd,16,1009,57.97224975222993
Green,place-denrd,17,958,57.88517745302714
Green,place-denrd,18,972,57.07664609053498
Green,place-denrd,19,1001,54.879120879120876
Green,place-denrd,20,1003,57.030408773678964
Green,place-denrd,21,951,57.04679284963196
Green,place-denrd,22,933,53.90085744908896
Green,place-denrd,23,840,71.12678571428572
Green,place-eliot,0,649,76.2773497688752
Green,place-eliot,1,458,104.353711790393
Green,place-eliot,2,62,240.59677419354838
Green,place-eliot,3,2,1107.25
Green,place-eliot,4,3,0.0
Green,place-eliot,5,470,31.823404255319147
Green,place-eliot,6,814,63.58353808353808
Green,place-eliot,7,922,73.35954446854664
Green,place-eliot,8,949,76.12539515279241
Green,place-eliot,9,989,67.44287158746208
Green,place-eliot,10,1010,72.17326732673267
Green,place-eliot,11,990,77.55555555555556
Green,place-eliot,12,985,81.59644670050761
Green,place-eliot,13,979,80.21552604698672
Green,place-eliot,14,1010,77.23613861386139
Green,place-eliot,15,1005,74.64328358208955
Green,place-eliot,16,963,78.45690550363447
Green,place-eliot,17,978,87.47443762781187
Green,place-eliot,18,973,88.87872559095581
Green,place-eliot,19,1070,77.14953271028037
Green,place-eliot,20,1032,70.09593023255815
Green,place-eliot,21,1005,72.48009950248756
Green,place-eliot,22,929,88.65715823466093
Green,place-eliot,23,963,76.83385254413292
Green,place-engav,0,527,65.85104364326375
Green,place-engav,1,171,140.51461988304092
Green,place-engav,2,21,436.9047619047619
Green,place-engav,3,1,894.0
Green,place-engav,5,450,29.575555555555557
Green,place-engav,6,752,52.91489361702128
Green,place-engav,7,858,58.92948717948718
Green,place-engav,8,899,50.47385984427141
Green,place-engav,9,888,53.88513513513514
Green,place-engav,10,862,61.96635730858468
Green,place-engav,11,893,61.79619260918253
Green,place-engav,12,865,63.22254335260116
Green,place-engav,13,851,63.266157461809634
Green,place-engav,14,857,66.40373395565928
Green,place-engav,15,878,55.68166287015946
Green,place-engav,16,878,58.470387243735765
Green,place-engav,17,816,58.33455882352941
Green,place-engav,18,857,55.417736289381565
Green,place-engav,19,868,51.30587557603687
Green,place-engav,20,870,52.271264367816094
Green,place-engav,21,832,51.87680288461539
Green,place-engav,22,799,49.62515644555695
Green,place-engav,23,742,62.955525606469
Green,place-esomr,0,878,77.95899772209567
Green,place-esomr,1,413,111.53389830508475
Green,place-esomr,2,42,290.29761904761904
Green,place-esomr,3,2,2982.0
Green,place-esomr,4,81,7.481481481481482
Green,place-esomr,5,883,60.81087202718007
Green,place-esomr,6,1315,62.84752851711026
Green,place-esomr,7,1155,68.00735930735931
Green,place-esomr,8,1137,70.30738786279683
Green,place-esomr,9,1127,64.0807453416149
Green,place-esomr,10,1159,62.70319240724763
Green,place-esomr,11,1156,59.96842560553633
Green,place-esomr,12,1102,67.52540834845735
Green,place-esomr,13,1119,61.69436997319035
Green,place-esomr,14,1138,66.74956063268893
Green,place-esomr,15,1134,61.75044091710758
Green,place-esomr,16,1164,54.74054982817869
Green,place-esomr,17,1142,60.09894921190893
Green,place-esomr,18,1160,64.96077586206897
Green,place-esomr,19,1169,55.61847733105218
Green,place-esomr,20,1189,54.10933557611438
Green,place-esomr,21,1120,55.915625
Green,place-esomr,22,1149,64.89556135770235
Green,place-esomr,23,1094,69.36471663619744
Green,place-fbkst,0,721,59.34535367545076
Green,place-fbkst,1,233,136.22103004291844
Green,place-fbkst,2,32,314.296875
Green,place-fbkst,5,436,32.7454128440367
Green,place-fbkst,6,895,56.34357541899441
Green,place-fbkst,7,1016,66.17618110236221
Green,place-fbkst,8,1070,56.13738317757009
Green,place-fbkst,9,1066,55.44606003752345
Green,place-fbkst,10,1048,62.67414122137404
Green,place-fbkst,11,1058,62.56049149338374
Green,place-fbkst,12,1022,63.068982387475536
Green,place-fbkst,13,1033,64.43852855759923
Green,place-fbkst,14,1014,68.04043392504931
Green,place-fbkst,15,1077,55.72191272051996
Green,place-fbkst,16,1059,56.79933899905571
Green,place-fbkst,17,999,59.496996996997
Green,place-fbkst,18,1021,53.870714985308524
Green,place-fbkst,19,1044,56.01580459770115
Green,place-fbkst,20,1040,57.09903846153846
Green,place-fbkst,21,1021,56.082761998041136
Green,place-fbkst,22,967,52.18459152016546
Green,place-fbkst,23,895,67.88491620111732
Green,place-fenwd,0,998,63.710420841683366
Green,place-fenwd,1,210,71.46190476190476
Green,place-fenwd,2,34,392.8529411764706
Green,place-fenwd,3,1,1380.0
Green,place-fenwd,4,1,0.0
Green,place-fenwd,5,176,74.41477272727273
Green,place-fenwd,6,851,73.74148061104583
Green,place-fenwd,7,982,64.54327902240325
Green,place-fenwd,8,979,65.51583248212462
Green,place-fenwd,9,1008,62.09771825396825
Green,place-fenwd,10,956,82.92259414225941
Green,place-fenwd,11,965,76.60725388601037
Green,place-fenwd,12,947,77.02428722280887
Green,place-fenwd,13,1007,61.02929493545184
Green,place-fenwd,14,966,73.42339544513457
Green,place-fenwd,15,1001,65.21528471528471
Green,place-fenwd,16,971,73.13697219361482
Green,place-fenwd,17,960,74.69010416666667
Green,place-fenwd,18,1019,66.85574092247302
Green,place-fenwd,19,1032,62.72238372093023
Green,place-fenwd,20,1035,58.080193236714976
Green,place-fenwd,21,981,70.60601427115189
Green,place-fenwd,22,1045,59.541148325358854
Green,place-fenwd,23,994,65.25955734406439
Green,place-fenwy,0,782,87.35677749360613
Green,place-fenwy,1,339,132.44247787610618
Green,place-fenwy,2,27,234.3148148148148
Green,place-fenwy,3,1,2257.0
Green,place-fenwy,5,399,54.545112781954884
Green,place-fenwy,6,871,66.41905855338692
Green,place-fenwy,7,945,72.15026455026455
Green,place-fenwy,8,997,68.48545636910733
Green,place-fenwy,9,1000,69.5265
Green,place-fenwy,10,988,73.8243927125506
Green,place-fenwy,11,1019,73.34543670264965
Green,place-fenwy,12,981,80.27624872579001
Green,place-fenwy,13,1014,79.09418145956607
Green,place-fenwy,14,985,75.09238578680203
Green,place-fenwy,15,1025,69.86634146341463
Green,place-fenwy,16,1011,75.3971315529179
Green,place-fenwy,17,973,80.35508735868449
Green,place-fenwy,18,1034,70.25145067698259
Green,place-fenwy,19,1067,67.47188378631678
Green,place-fenwy,20,1053,67.40788224121557
Green,place-fenwy,21,1025,70.70341463414634
Green,place-fenwy,22,1009,64.56392467789891
Green,place-fenwy,23,970,70.87731958762886
Green,place-gilmn,0,872,80.57224770642202
Green,place-gilmn,1,429,110.41724941724942
Green,place-gilmn,2,45,339.74444444444447
Green,place-gilmn,3,2,3024.75
Green,place-gilmn,4,68,4.264705882352941
Green,place-gilmn,5,881,58.74517593643587
Green,place-gilmn,6,1325,62.27018867924528
Green,place-gilmn,7,1162,70.20008605851979
Green,place-gilmn,8,1130,71.41902654867256
Green,place-gilmn,9,1138,63.87390158172232
Green,place-gilmn,10,1139,63.28797190517998
Green,place-gilmn,11,1170,61.011965811965815
Green,place-gilmn,12,1086,65.95303867403315
Green,place-gilmn,13,1128,60.548758865248224
Green,place-gilmn,14,1106,63.129746835443036
Green,place-gilmn,15,1140,63.6140350877193
Green,place-gilmn,16,1175,55.33063829787234
Green,place-gilmn,17,1112,63.20908273381295
Green,place-gilmn,18,1182,60.12901861252115
Green,place-gilmn,19,1157,57.01771823681936
Green,place-gilmn,20,1193,50.89312657166806
Green,place-gilmn,21,1107,57.0650406504065
Green,place-gilmn,22,1162,62.87908777969019
Green,place-gilmn,23,1097,66.00546946216956
Green,place-gover,0,2481,56.13583232567513
Green,place-gover,1,704,76.421875
Green,place-gover,2,62,237.25806451612902
Green,place-gover,4,1,1343.5
Green,place-gover,5,1095,66.5041095890411
Green,place-gover,6,2500,52.6036
Green,place-gover,7,2664,54.97597597597598
Green,place-gover,8,2679,54.812803284807764
Green,place-gover,9,2781,56.60499820208558
Green,place-gover,10,2739,54.96184738955823
Green,place-gover,11,2832,51.63877118644068
Green,place-gover,12,2729,52.00732869182851
Green,place-gover,13,2723,55.657730444362834
Green,place-gover,14,2726,59.63132795304475
Green,place-gover,15,2805,50.21033868092692
Green,place-gover,16,2784,54.13415948275862
Green,place-gover,17,2701,52.98815253609774
Green,place-gover,18,2902,45.678842177808406
Green,place-gover,19,2801,54.00999642984648
Green,place-gover,20,2888,54.39819944598338
Green,place-gover,21,2781,53.57892844300611
Green,place-gover,22,2743,54.274516952242074
Green,place-gover,23,2710,50.276383763837636
Green,place-grigg,0,765,74.95882352941176
Green,place-grigg,1,288,141.15625
Green,place-grigg,2,33,370.4848484848485
Green,place-grigg,3,1,4494.0
Green,place-grigg,5,383,45.91514360313316
Green,place-grigg,6,896,59.513392857142854
Green,place-grigg,7,1080,67.72962962962963
Green,place-grigg,8,1103,62.522212148685405
Green,place-grigg,9,1097,59.76481312670921
Green,place-grigg,10,1106,69.55560578661844
Green,place-grigg,11,1103,66.0997280145059
Green,place-grigg,12,1071,74.77684407096172
Green,place-grigg,13,1059,74.3300283286119
Green,place-grigg,14,1046,69.27294455066922
Green,place-grigg,15,1075,72.05953488372093
Green,place-grigg,16,1089,67.66574839302112
Green,place-grigg,17,1039,72.29451395572666
Green,place-grigg,18,1053,68.4335232668566
Green,place-grigg,19,1076,66.1064126394052
Green,place-grigg,20,1076,64.5710966542751
Green,place-grigg,21,1008,64.53224206349206
Green,place-grigg,22,992,71.12903225806451
Green,place-grigg,23,997,65.45586760280842
Green,place-haecl,0,1705,53.85718475073314
Green,place-haecl,1,561,69.2638146167558
Green,place-haecl,2,58,232.4655172413793
Green,place-haecl,5,770,71.82272727272728
Green,place-haecl,6,1743,55.410212277682156
Green,place-haecl,7,1859,53.35180204410974
Green,place-haecl,8,1896,53.81513713080169
Green,place-haecl,9,1920,57.627604166666664
Green,place-haecl,10,1903,64.17314766158697
Green,place-haecl,11,1979,49.20768064679131
Green,place-haecl,12,1909,54.775275013095865
Green,place-haecl,13,1858,60.727664155005385
Green,place-haecl,14,1904,65.54096638655462
Green,place-haecl,15,1919,55.15268368942157
Green,place-haecl,16,1925,58.76831168831169
Green,place-haecl,17,1847,57.21088251218192
Green,place-haecl,18,1950,53.15025641025641
Green,place-haecl,19,1921,56.42790213430505
Green,place-haecl,20,1996,55.668336673346694
Green,place-haecl,21,1908,63.734276729559745
Green,place-haecl,22,1902,52.0034174553102
Green,place-haecl,23,1852,54.38282937365011
Green,place-harvd,0,759,72.77997364953886
Green,place-harvd,1,285,144.53684210526316
Green,place-harvd,2,32,349.546875
Green,place-harvd,3,1,4460.0
Green,place-harvd,5,375,47.541333333333334
Green,place-harvd,6,915,57.89180327868853
Green,place-harvd,7,1070,65.40514018691589
Green,place-harvd,8,1122,58.42557932263814
Green,place-harvd,9,1104,56.697916666666664
Green,place-harvd,10,1102,66.8983666061706
Green,place-harvd,11,1096,64.79607664233576
Green,place-harvd,12,1063,74.79821260583255
Green,place-harvd,13,1065,71.44976525821596
Green,place-harvd,14,1051,70.40532825880115
Green,place-harvd,15,1065,68.87793427230046
Green,place-harvd,16,1077,65.56963788300835
Green,place-harvd,17,1054,72.09487666034155
Green,place-harvd,18,1057,67.42431409649953
Green,place-harvd,19,1073,66.10438024231128
Green,place-harvd,20,1065,63.62863849765258
Green,place-harvd,21,1028,63.35068093385214
Green,place-harvd,22,986,67.60446247464503
Green,place-harvd,23,1002,60.692115768463076
Green,place-hsmnl,0,484,67.68181818181819
Green,place-hsmnl,1,93,77.56451612903226
Green,place-hsmnl,2,18,573.0833333333334
Green,place-hsmnl,5,100,71.685
Green,place-hsmnl,6,401,80.26059850374065
Green,place-hsmnl,7,478,62.69769874476987
Green,place-hsmnl,8,481,68.54469854469855
Green,place-hsmnl,9,495,68.23737373737374
Green,place-hsmnl,10,459,85.90305010893246
Green,place-hsmnl,11,479,75.47703549060543
Green,place-hsmnl,12,456,78.75986842105263
Green,place-hsmnl,13,490,65.41836734693878
Green,place-hsmnl,14,445,79.82134831460674
Green,place-hsmnl,15,494,70.66599190283401
Green,place-hsmnl,16,479,72.3329853862213
Green,place-hsmnl,17,470,75.50425531914894
Green,place-hsmnl,18,490,66.76530612244898
Green,place-hsmnl,19,493,67.00304259634889
Green,place-hsmnl,20,500,65.233
Green,place-hsmnl,21,474,68.16455696202532
Green,place-hsmnl,22,507,61.585798816568044
Green,place-hsmnl,23,483,88.66356107660455
Green,place-hwsst,0,757,59.1446499339498
Green,place-hwsst,1,192,148.17447916666666
Green,place-hwsst,2,29,321.8965517241379
Green,place-hwsst,3,1,79.0
Green,place-hwsst,5,390,38.702564102564104
Green,place-hwsst,6,921,55.768186753528774
Green,place-hwsst,7,1039,56.78440808469682
Green,place-hwsst,8,1048,56.3807251908397
Green,place-hwsst,9,1077,54.32404828226555
Green,place-hwsst,10,1068,54.92696629213483
Green,place-hwsst,11,1037,62.87463837994214
Green,place-hwsst,12,1043,62.93144774688399
Green,place-hwsst,13,1044,60.53448275862069
Green,place-hwsst,14,1062,54.220338983050844
Green,place-hwsst,15,1076,51.31505576208178
Green,place-hwsst,16,1049,51.467111534795045
Green,place-hwsst,17,1012,57.60474308300395
Green,place-hwsst,18,1025,53.48682926829268
Green,place-hwsst,19,1040,58.59903846153846
Green,place-hwsst,20,1050,53.287142857142854
Green,place-hwsst,21,1018,49.49803536345776
Green,place-hwsst,22,960,53.54114583333333
Green,place-hwsst,23,917,62.42039258451472
Green,place-hymnl,0,2272,41.745598591549296
Green,place-hymnl,1,622,66.4975884244373
Green,place-hymnl,2,69,239.86231884057972
Green,place-hymnl,5,1140,48.19385964912281
Green,place-hymnl,6,2583,46.58226867982965
Green,place-hymnl,7,2694,41.409428359317
Green,place-hymnl,8,2834,45.180486944248415
Green,place-hymnl,9,2880,41.24548611111111
Green,place-hymnl,10,2837,41.923863235812476
Green,place-hymnl,11,2796,43.3903791130186
Green,place-hymnl,12,2791,46.72984593335722
Green,place-hymnl,13,2758,49.09209572153735
Green,place-hymnl,14,2813,47.20245289726271
Green,place-hymnl,15,2809,45.57191171235315
Green,place-hymnl,16,2791,42.71157291293443
Green,place-hymnl,17,2696,43.706787833827896
Green,place-hymnl,18,2796,46.11695278969957
Green,place-hymnl,19,2824,44.94298866855524
Green,place-hymnl,20,2798,39.742852037169406
Green,place-hymnl,21,2722,39.288207200587806
Green,place-hymnl,22,2611,44.75067024128686
Green,place-hymnl,23,2650,43.90830188679245
Green,place-kencl,0,2307,48.10121369744257
Green,place-kencl,1,684,68.34649122807018
Green,place-kencl,2,76,246.01973684210526
Green,place-kencl,5,1221,48.00327600327601
Green,place-kencl,6,2635,46.39013282732448
Green,place-kencl,7,2821,40.033144275079756
Green,place-kencl,8,2951,44.10454083361572
Green,place-kencl,9,2990,40.619565217391305
Green,place-kencl,10,3005,39.94975041597338
Green,place-kencl,11,2912,42.424793956043956
Green,place-kencl,12,2908,45.24828060522696
Green,place-kencl,13,2882,47.726405274115194
Green,place-kencl,14,2924,45.870554035567714
Green,place-kencl,15,2960,43.555912162162166
Green,place-kencl,16,2913,42.334019910744935
Green,place-kencl,17,2828,42.724540311173975
Green,place-kencl,18,2946,43.859979633401224
Green,place-kencl,19,2942,43.540278721957854
Green,place-kencl,20,2921,40.469359808284835
Green,place-kencl,21,2849,38.97683397683398
Green,place-kencl,22,2740,41.85091240875912
Green,place-kencl,23,2688,44.455357142857146
Green,place-kntst,0,753,57.64209827357238
Green,place-kntst,1,192,152.44791666666666
Green,place-kntst,2,29,321.55172413793105
Green,place-kntst,3,1,80.0
Green,place-kntst,5,399,37.423558897243105
Green,place-kntst,6,910,57.66538461538462
Green,place-kntst,7,1044,57.27921455938697
Green,place-kntst,8,1050,55.453809523809525
Green,place-kntst,9,1073,54.37371854613234
Green,place-kntst,10,1076,54.49349442379182
Green,place-kntst,11,1037,62.57087753134041
Green,place-kntst,12,1037,62.69864995178399
Green,place-kntst,13,1047,60.29703915950334
Green,place-kntst,14,1051,55.294005708848715
Green,place-kntst,15,1071,52.369281045751634
Green,place-kntst,16,1047,52.05635148042025
Green,place-kntst,17,1014,56.874753451676526
Green,place-kntst,18,1026,52.95906432748538
Green,place-kntst,19,1047,56.4632282712512
Green,place-kntst,20,1036,53.842664092664094
Green,place-kntst,21,1021,50.76983349657199
Green,place-kntst,22,959,53.09280500521376
Green,place-kntst,23,920,63.80163043478261
Green,place-lake,0,135,80.92222222222222
Green,place-lake,1,4,574.875
Green,place-lake,2,2,2722.0
Green,place-lake,4,2,0.0
Green,place-lake,5,670,29.670895522388058
Green,place-lake,6,618,44.06148867313916
Green,place-lake,7,573,51.30541012216405
Green,place-lake,8,544,48.302389705882355
Green,place-lake,9,557,56.151705565529625
Green,place-lake,10,573,49.1413612565445
Green,place-lake,11,536,60.319962686567166
Green,place-lake,12,539,57.38775510204081
Green,place-lake,13,543,56.43922651933702
Green,place-lake,14,530,59.241509433962264
Green,place-lake,15,532,49.66729323308271
Green,place-lake,16,540,43.3962962962963
Green,place-lake,17,549,47.54644808743169
Green,place-lake,18,519,57.73025048169557
Green,place-lake,19,532,52.40413533834587
Green,place-lake,20,519,44.9980732177264
Green,place-lake,21,524,41.50095419847328
Green,place-lake,22,490,52.19285714285714
Green,place-lake,23,465,46.119354838709675
Green,place-lech,0,1794,54.68338907469342
Green,place-lech,1,656,77.66844512195122
Green,place-lech,2,83,243.21686746987953
Green,place-lech,3,1,343.5
Green,place-lech,4,1,0.0
Green,place-lech,5,916,74.04039301310044
Green,place-lech,6,1876,63.45948827292111
Green,place-lech,7,1976,57.334767206477736
Green,place-lech,8,2041,58.30352768250857
Green,place-lech,9,2093,61.34687052078356
Green,place-lech,10,2043,67.0354870288791
Green,place-lech,11,2142,51.23225957049486
Green,place-lech,12,2097,58.532665712923226
Green,place-lech,13,2054,60.73271665043817
Green,place-lech,14,2116,66.09522684310019
Green,place-lech,15,2077,56.809340394800195
Green,place-lech,16,2127,58.447578749412315
Green,place-lech,17,2050,53.20609756097561
Green,place-lech,18,2144,55.819962686567166
Green,place-lech,19,2128,54.91588345864662
Green,place-lech,20,2153,58.11983279145379
Green,place-lech,21,2083,63.51536245799328
Green,place-lech,22,2080,52.69735576923077
Green,place-lech,23,1992,60.74422690763052
Green,place-lngmd,0,1006,59.03280318091451
Green,place-lngmd,1,221,61.56561085972851
Green,place-lngmd,2,32,390.1875
Green,place-lngmd,3,1,1442.0
Green,place-lngmd,5,206,64.62135922330097
Green,place-lngmd,6,856,62.90128504672897
Green,place-lngmd,7,1027,54.029698149951315
Green,place-lngmd,8,1014,56.231262327416175
Green,place-lngmd,9,1042,52.88387715930902
Green,place-lngmd,10,1038,60.44412331406551
Green,place-lngmd,11,1005,59.27462686567164
Green,place-lngmd,12,1004,64.70169322709164
Green,place-lngmd,13,1007,51.77259185700099
Green,place-lngmd,14,983,62.64089521871821
Green,place-lngmd,15,1028,52.257782101167315
Green,place-lngmd,16,1029,58.02332361516035
Green,place-lngmd,17,978,66.96063394683027
Green,place-lngmd,18,1047,57.64851957975167
Green,place-lngmd,19,1056,51.99905303030303
Green,place-lngmd,20,1034,50.27272727272727
Green,place-lngmd,21,1010,60.05148514851485
Green,place-lngmd,22,1051,56.45052331113226
Green,place-lngmd,23,995,55.08140703517588
Green,place-longw,0,770,85.1564935064935
Green,place-longw,1,361,106.202216066482
Green,place-longw,2,30,258.01666666666665
Green,place-longw,3,2,1765.75
Green,place-longw,4,4,0.0
Green,place-longw,5,380,57.694736842105264
Green,place-longw,6,890,63.22752808988764
Green,place-longw,7,953,71.54197271773347
Green,place-longw,8,1012,67.96936758893281
Green,place-longw,9,1005,66.58507462686568
Green,place-longw,10,1000,70.712
Green,place-longw,11,1014,72.27169625246549
Green,place-longw,12,995,79.3713567839196
Green,place-longw,13,1030,75.7242718446602
Green,place-longw,14,990,73.12878787878788
Green,place-longw,15,1030,69.87038834951456
